,ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause
1420,161938,M. Boselli,33,https://cdn.sofifa.org/players/4/19/161938.png,Argentina,https://cdn.sofifa.org/flags/52.png,76,76,Club León,https://cdn.sofifa.org/teams/2/light/110781.png,€4.8M,€32K,1807,Right,2,3,3,High/ Medium,Normal,No,ST,17,"Jul 1, 2013",,2023,6'1,165lbs,75+2,75+2,75+2,69+2,72+2,72+2,72+2,69+2,70+2,70+2,70+2,68+2,65+2,65+2,65+2,68+2,52+2,54+2,54+2,54+2,52+2,50+2,52+2,52+2,52+2,50+2,57,83,84,70,65,69,60,53,61,75,55,55,60,74,52,74,78,67,81,66,70,23,80,65,75,72,39,35,33,7,14,6,7,14,€8.2M
1421,173204,L. Antonelli,31,https://cdn.sofifa.org/players/4/19/173204.png,Italy,https://cdn.sofifa.org/flags/27.png,76,76,Empoli,https://cdn.sofifa.org/teams/2/light/1746.png,€5M,€14K,1963,Left,2,3,3,High/ High,Lean,No,LB,13,"Aug 11, 2018",,2021,6'0,174lbs,67+2,67+2,67+2,69+2,68+2,68+2,68+2,69+2,68+2,68+2,68+2,70+2,69+2,69+2,69+2,70+2,74+2,73+2,73+2,73+2,74+2,74+2,74+2,74+2,74+2,74+2,76,51,70,72,53,73,71,41,68,73,70,74,70,70,65,76,75,72,74,57,70,76,70,64,51,76,78,78,78,6,11,11,14,5,€9M
1422,222357,B. Embolo,21,https://cdn.sofifa.org/players/4/19/222357.png,Switzerland,https://cdn.sofifa.org/flags/47.png,76,86,FC Schalke 04,https://cdn.sofifa.org/teams/2/light/34.png,€12.5M,€24K,1849,Right,2,4,3,Medium/ Medium,Stocky,No,ST,36,"Jul 1, 2016",,2021,6'1,190lbs,74+2,74+2,74+2,72+2,74+2,74+2,74+2,72+2,73+2,73+2,73+2,72+2,68+2,68+2,68+2,72+2,55+2,55+2,55+2,55+2,55+2,52+2,49+2,49+2,49+2,52+2,59,74,69,72,64,78,65,51,70,74,76,79,69,73,73,76,73,71,83,62,63,41,78,69,66,73,26,28,22,13,6,7,7,12,€23.8M
1423,201878,V. Eysseric,26,https://cdn.sofifa.org/players/4/19/201878.png,France,https://cdn.sofifa.org/flags/18.png,76,77,Fiorentina,https://cdn.sofifa.org/teams/2/light/110374.png,€9M,€53K,1919,Right,2,4,3,Medium/ Medium,Normal,No,LW,7,"Aug 9, 2017",,2021,5'11,161lbs,71+2,71+2,71+2,75+2,74+2,74+2,74+2,75+2,76+2,76+2,76+2,75+2,71+2,71+2,71+2,75+2,59+2,59+2,59+2,59+2,59+2,55+2,50+2,50+2,50+2,55+2,82,70,52,79,70,79,76,78,76,79,69,69,76,70,69,74,58,60,64,76,66,34,76,78,70,70,60,32,26,9,13,10,11,8,€16M
1424,212888,C. Salcedo,24,https://cdn.sofifa.org/players/4/19/212888.png,Mexico,https://cdn.sofifa.org/flags/83.png,76,80,Eintracht Frankfurt,https://cdn.sofifa.org/teams/2/light/1824.png,€8.5M,€25K,1579,Right,1,3,2,Medium/ Medium,Normal,No,RCB,13,"May 14, 2018",,2022,6'1,183lbs,48+2,48+2,48+2,49+2,50+2,50+2,50+2,49+2,52+2,52+2,52+2,53+2,58+2,58+2,58+2,53+2,65+2,70+2,70+2,70+2,65+2,67+2,74+2,74+2,74+2,67+2,28,22,71,67,25,58,25,22,60,60,65,68,62,68,59,42,72,69,77,18,79,77,30,48,36,68,76,79,76,6,10,6,7,11,€15.1M
1425,182168,A. Ranocchia,30,https://cdn.sofifa.org/players/4/19/182168.png,Italy,https://cdn.sofifa.org/flags/27.png,76,76,Inter,https://cdn.sofifa.org/teams/2/light/44.png,€5.5M,€47K,1559,Right,2,3,2,Low/ Medium,Lean,Yes,CB,13,"Jun 1, 2010",,2019,6'5,179lbs,48+2,48+2,48+2,47+2,49+2,49+2,49+2,47+2,52+2,52+2,52+2,51+2,60+2,60+2,60+2,51+2,64+2,70+2,70+2,70+2,64+2,65+2,74+2,74+2,74+2,65+2,45,22,75,67,24,58,30,34,65,66,31,39,44,65,31,59,74,61,80,31,68,80,24,56,34,69,75,80,76,12,15,11,12,15,€9.4M
1426,199833,L. Unnerstall,27,https://cdn.sofifa.org/players/4/19/199833.png,Germany,https://cdn.sofifa.org/flags/21.png,76,78,VVV-Venlo,https://cdn.sofifa.org/teams/2/light/100651.png,€6M,€12K,1061,Right,1,1,1,Medium/ Medium,Stocky,No,GK,1,,PSV,"Jun 30, 2019",6'6,227lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,10,13,10,26,15,16,13,11,24,19,28,37,19,72,20,14,40,35,82,12,36,21,13,42,16,58,11,17,15,76,75,72,74,77,
1427,223641,T. Baumgartl,22,https://cdn.sofifa.org/players/4/19/223641.png,Germany,https://cdn.sofifa.org/flags/21.png,76,81,VfB Stuttgart,https://cdn.sofifa.org/teams/2/light/36.png,€8.5M,€25K,1643,Right,1,3,2,Medium/ Medium,Lean,No,RCB,5,"Jul 1, 2014",,2022,6'3,196lbs,51+2,51+2,51+2,49+2,51+2,51+2,51+2,49+2,53+2,53+2,53+2,53+2,60+2,60+2,60+2,53+2,65+2,71+2,71+2,71+2,65+2,67+2,75+2,75+2,75+2,67+2,33,26,74,71,26,44,31,28,69,63,62,65,54,66,56,60,71,64,84,27,73,75,32,55,34,59,73,80,78,13,15,14,16,11,€15.1M
1428,236441,F. Bustos,22,https://cdn.sofifa.org/players/4/19/236441.png,Argentina,https://cdn.sofifa.org/flags/52.png,76,83,Independiente,https://cdn.sofifa.org/teams/2/light/110093.png,€9M,€16K,1922,Right,1,3,4,High/ High,Normal,No,RB,16,"Jul 1, 2016",,2022,5'6,146lbs,68+2,68+2,68+2,73+2,72+2,72+2,72+2,73+2,71+2,71+2,71+2,74+2,70+2,70+2,70+2,74+2,76+2,71+2,71+2,71+2,76+2,75+2,69+2,69+2,69+2,75+2,77,60,58,73,37,77,58,37,55,77,88,84,75,71,71,68,56,88,64,55,69,68,72,68,42,72,69,76,75,14,6,13,15,6,€14.4M
1429,194201,P. Jansson,27,https://cdn.sofifa.org/players/4/19/194201.png,Sweden,https://cdn.sofifa.org/flags/46.png,76,78,Leeds United,https://cdn.sofifa.org/teams/2/light/8.png,€7.5M,€38K,1662,Right,1,3,2,Medium/ Medium,Normal,No,RCB,16,"Jul 1, 2017",,2022,6'5,190lbs,55+2,55+2,55+2,52+2,54+2,54+2,54+2,52+2,55+2,55+2,55+2,54+2,60+2,60+2,60+2,54+2,65+2,70+2,70+2,70+2,65+2,67+2,75+2,75+2,75+2,67+2,29,29,73,67,41,62,49,40,59,66,54,68,53,69,31,68,54,68,90,50,80,75,28,50,39,69,77,77,75,9,5,14,6,7,€14.8M
1430,181402,W. Vainqueur,29,https://cdn.sofifa.org/players/4/19/181402.png,France,https://cdn.sofifa.org/flags/18.png,76,76,Antalyaspor,https://cdn.sofifa.org/teams/2/light/741.png,€6M,€18K,1936,Right,2,3,3,Medium/ Medium,Normal,No,CDM,19,"Sep 4, 2017",,2020,5'10,161lbs,65+2,65+2,65+2,66+2,66+2,66+2,66+2,66+2,67+2,67+2,67+2,69+2,71+2,71+2,71+2,69+2,74+2,75+2,75+2,75+2,74+2,73+2,73+2,73+2,73+2,73+2,64,50,62,74,56,71,52,45,71,73,71,68,64,76,70,75,73,91,80,62,80,80,56,64,32,76,70,74,71,15,8,15,11,12,€12M
1431,205469,S. Kverkvelia,26,https://cdn.sofifa.org/players/4/19/205469.png,Georgia,https://cdn.sofifa.org/flags/20.png,76,80,Lokomotiv Moscow,https://cdn.sofifa.org/teams/2/light/100765.png,€8.5M,€1K,1598,Right,1,2,2,Medium/ Medium,Lean,No,CB,33,"Jun 30, 2017",,2021,6'5,192lbs,49+2,49+2,49+2,45+2,46+2,46+2,46+2,45+2,46+2,46+2,46+2,49+2,54+2,54+2,54+2,49+2,65+2,68+2,68+2,68+2,65+2,68+2,74+2,74+2,74+2,68+2,36,40,73,57,34,31,34,27,64,42,69,74,41,72,36,48,71,79,86,30,68,82,24,51,36,75,79,78,74,15,13,12,15,7,€18.5M
1432,211101,Rubén Blanco,22,https://cdn.sofifa.org/players/4/19/211101.png,Spain,https://cdn.sofifa.org/flags/45.png,76,83,RC Celta,https://cdn.sofifa.org/teams/2/light/450.png,€8M,€14K,1192,Right,1,3,1,Medium/ Medium,Lean,Yes,GK,13,"Jul 1, 2012",,2023,6'2,154lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,18,18,15,35,19,17,18,13,29,10,54,52,52,66,57,25,62,44,35,15,22,22,11,37,22,57,25,11,11,79,75,73,76,74,€18.4M
1433,182941,P. Aguilar,31,https://cdn.sofifa.org/players/4/19/182941.png,Paraguay,https://cdn.sofifa.org/flags/58.png,76,76,Cruz Azul,https://cdn.sofifa.org/teams/2/light/1878.png,€5M,€23K,1781,Right,1,3,2,Medium/ High,Stocky,No,RCB,2,"Jul 1, 2018",,2018,5'11,176lbs,57+2,57+2,57+2,53+2,54+2,54+2,54+2,53+2,55+2,55+2,55+2,54+2,59+2,59+2,59+2,54+2,64+2,69+2,69+2,69+2,64+2,67+2,75+2,75+2,75+2,67+2,40,50,80,58,50,50,48,35,62,62,67,64,60,69,60,64,91,64,80,49,88,77,28,58,51,78,77,74,70,15,12,13,9,6,€8.5M
1434,233631,A. Ndiaye Diedhiou,21,https://cdn.sofifa.org/players/4/19/233631.png,Senegal,https://cdn.sofifa.org/flags/136.png,76,85,Getafe CF,https://cdn.sofifa.org/teams/2/light/1860.png,€12M,€17K,1924,Right,1,4,4,High/ High,Lean,No,LM,11,"Aug 10, 2017",,2022,5'8,139lbs,74+2,74+2,74+2,76+2,75+2,75+2,75+2,76+2,74+2,74+2,74+2,75+2,68+2,68+2,68+2,75+2,61+2,58+2,58+2,58+2,61+2,59+2,55+2,55+2,55+2,59+2,65,74,65,72,66,85,61,65,60,77,89,89,86,68,78,74,83,73,65,64,62,41,74,67,49,75,41,52,35,6,7,14,8,9,€27.6M
1435,168607,Rafinha,32,https://cdn.sofifa.org/players/4/19/168607.png,Brazil,https://cdn.sofifa.org/flags/54.png,76,76,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,€4.3M,€53K,1941,Right,2,3,3,Medium/ Medium,Normal,No,RB,13,"Jul 1, 2011",,2019,5'8,150lbs,59+2,59+2,59+2,69+2,66+2,66+2,66+2,69+2,68+2,68+2,68+2,70+2,70+2,70+2,70+2,70+2,76+2,74+2,74+2,74+2,76+2,74+2,70+2,70+2,70+2,74+2,78,37,43,78,50,76,77,58,64,78,76,68,79,77,79,58,53,71,53,44,84,76,61,63,63,77,73,77,82,15,7,16,12,15,€7M
1436,163488,D. Limberský,34,https://cdn.sofifa.org/players/4/19/163488.png,Czech Republic,https://cdn.sofifa.org/flags/12.png,76,76,Viktoria Plzeň,https://cdn.sofifa.org/teams/2/light/110468.png,€2.2M,€1K,2058,Right,2,4,3,High/ Medium,Normal,No,LB,8,"Jul 1, 2008",,2020,5'11,179lbs,67+2,67+2,67+2,70+2,69+2,69+2,69+2,70+2,70+2,70+2,70+2,71+2,71+2,71+2,71+2,71+2,74+2,73+2,73+2,73+2,74+2,74+2,73+2,73+2,73+2,74+2,83,52,59,69,64,69,68,71,70,74,79,80,62,73,78,76,68,66,81,72,82,77,68,73,67,78,69,77,77,6,8,13,15,12,€4.8M
1437,165536,G. Cabral,32,https://cdn.sofifa.org/players/4/19/165536.png,Argentina,https://cdn.sofifa.org/flags/52.png,76,76,RC Celta,https://cdn.sofifa.org/teams/2/light/450.png,€4.4M,€21K,1632,Right,2,3,2,Medium/ Medium,Normal,No,CB,22,"Jun 30, 2014",,2019,6'0,179lbs,50+2,50+2,50+2,47+2,49+2,49+2,49+2,47+2,51+2,51+2,51+2,50+2,58+2,58+2,58+2,50+2,63+2,70+2,70+2,70+2,63+2,65+2,74+2,74+2,74+2,65+2,35,26,79,63,28,49,33,48,59,61,38,36,59,74,63,50,81,73,78,29,82,78,40,49,47,71,75,74,78,11,7,11,7,11,€9.3M
1438,177569,J. De Guzmán,30,https://cdn.sofifa.org/players/4/19/177569.png,Netherlands,https://cdn.sofifa.org/flags/34.png,76,76,Eintracht Frankfurt,https://cdn.sofifa.org/teams/2/light/1824.png,€7M,€32K,2041,Right,2,4,3,High/ Medium,Normal,Yes,RCM,6,"Jul 10, 2017",,2020,5'9,163lbs,71+2,71+2,71+2,75+2,75+2,75+2,75+2,75+2,76+2,76+2,76+2,76+2,75+2,75+2,75+2,76+2,68+2,67+2,67+2,67+2,68+2,65+2,59+2,59+2,59+2,65+2,79,68,52,79,69,78,79,78,77,81,75,69,79,74,85,84,78,77,64,79,61,61,69,77,69,70,50,54,50,10,8,12,6,10,€11.9M
1439,183714,S. Terodde,30,https://cdn.sofifa.org/players/4/19/183714.png,Germany,https://cdn.sofifa.org/flags/21.png,76,76,1. FC Köln,https://cdn.sofifa.org/teams/2/light/31.png,€7.5M,€23K,1743,Right,2,4,3,Medium/ Medium,Normal,No,LS,9,"Jan 1, 2018",,2021,6'4,183lbs,74+2,74+2,74+2,66+2,70+2,70+2,70+2,66+2,66+2,66+2,66+2,64+2,60+2,60+2,60+2,64+2,50+2,51+2,51+2,51+2,50+2,49+2,51+2,51+2,51+2,49+2,50,79,80,64,77,63,38,44,40,72,63,63,54,75,56,79,65,68,84,71,74,23,78,58,71,77,37,42,19,8,9,15,16,8,€11.3M
1440,209827,J. Fernandes,29,https://cdn.sofifa.org/players/4/19/209827.png,Chile,https://cdn.sofifa.org/flags/55.png,76,76,Alanyaspor,https://cdn.sofifa.org/teams/2/light/113142.png,€7.5M,€16K,1899,Right,1,4,4,High/ Low,Normal,No,LM,11,"Sep 12, 2017",,2020,6'0,172lbs,76+2,76+2,76+2,75+2,75+2,75+2,75+2,75+2,74+2,74+2,74+2,74+2,68+2,68+2,68+2,74+2,57+2,55+2,55+2,55+2,57+2,53+2,50+2,50+2,50+2,53+2,70,76,77,74,69,78,66,60,62,78,78,79,78,73,63,75,67,75,79,72,70,30,76,69,66,70,29,35,21,7,12,6,15,14,€15M
1441,189860,Kiko Femenía,27,https://cdn.sofifa.org/players/4/19/189860.png,Spain,https://cdn.sofifa.org/flags/45.png,76,77,Watford,https://cdn.sofifa.org/teams/2/light/1795.png,€7M,€44K,1998,Right,1,3,3,High/ Medium,Normal,Yes,RB,21,"Jul 1, 2017",,2021,5'9,134lbs,65+2,65+2,65+2,73+2,70+2,70+2,70+2,73+2,71+2,71+2,71+2,73+2,70+2,70+2,70+2,73+2,75+2,71+2,71+2,71+2,75+2,74+2,70+2,70+2,70+2,74+2,78,55,52,77,54,81,65,55,54,78,77,79,82,66,85,56,69,77,65,65,70,74,68,68,60,66,70,77,77,16,15,7,15,11,€13.8M
1442,201893,Recio,27,https://cdn.sofifa.org/players/4/19/201893.png,Spain,https://cdn.sofifa.org/flags/45.png,76,79,CD Leganés,https://cdn.sofifa.org/teams/2/light/100888.png,€8M,€26K,1963,Right,1,3,3,Medium/ Medium,Normal,Yes,CM,8,"Aug 31, 2018",,2022,6'0,163lbs,67+2,67+2,67+2,68+2,69+2,69+2,69+2,68+2,71+2,71+2,71+2,69+2,74+2,74+2,74+2,69+2,69+2,74+2,74+2,74+2,69+2,68+2,70+2,70+2,70+2,68+2,64,58,59,77,55,72,76,67,73,75,55,40,66,75,62,81,49,76,68,72,87,76,75,74,69,69,73,75,62,10,14,9,10,9,€17.4M
1443,147621,A. Samedov,33,https://cdn.sofifa.org/players/4/19/147621.png,Russia,https://cdn.sofifa.org/flags/40.png,76,76,Spartak Moscow,https://cdn.sofifa.org/teams/2/light/100767.png,€4.7M,€1K,2001,Right,2,3,4,High/ Medium,Normal,No,RW,19,"Jan 25, 2017",,2019,5'10,165lbs,72+2,72+2,72+2,75+2,74+2,74+2,74+2,75+2,74+2,74+2,74+2,74+2,71+2,71+2,71+2,74+2,65+2,63+2,63+2,63+2,65+2,62+2,57+2,57+2,57+2,62+2,75,73,59,80,61,74,86,79,69,77,76,77,78,74,73,73,64,78,68,74,71,42,71,72,81,72,50,52,47,8,8,8,11,12,€9.8M
1444,190885,A. Smith,27,https://cdn.sofifa.org/players/4/19/190885.png,England,https://cdn.sofifa.org/flags/14.png,76,76,Bournemouth,https://cdn.sofifa.org/teams/2/light/1943.png,€6.5M,€51K,1943,Right,1,3,3,High/ Medium,Lean,Yes,RB,15,"Jan 28, 2014",,2021,5'11,172lbs,65+2,65+2,65+2,70+2,69+2,69+2,69+2,70+2,70+2,70+2,70+2,71+2,71+2,71+2,71+2,71+2,75+2,72+2,72+2,72+2,75+2,75+2,71+2,71+2,71+2,75+2,74,43,64,74,43,76,64,66,63,74,77,80,72,74,69,72,49,76,65,68,66,74,68,69,48,72,74,78,76,8,9,15,9,6,€12.4M
1445,184999,Maurício,29,https://cdn.sofifa.org/players/4/19/184999.png,Brazil,https://cdn.sofifa.org/flags/54.png,76,76,PAOK,https://cdn.sofifa.org/teams/2/light/393.png,€6M,€1K,2105,Right,1,4,3,High/ Medium,Lean,No,LDM,8,"Aug 31, 2017",,2020,5'11,172lbs,71+2,71+2,71+2,73+2,74+2,74+2,74+2,73+2,75+2,75+2,75+2,74+2,75+2,75+2,75+2,74+2,73+2,74+2,74+2,74+2,73+2,73+2,72+2,72+2,72+2,73+2,65,65,66,80,70,75,77,77,76,79,77,72,74,71,69,76,83,77,67,76,70,71,73,75,69,74,73,75,73,11,8,14,15,6,€12.6M
1446,182184,D. Stephens,29,https://cdn.sofifa.org/players/4/19/182184.png,England,https://cdn.sofifa.org/flags/14.png,76,76,Brighton & Hove Albion,https://cdn.sofifa.org/teams/2/light/1808.png,€7.5M,€46K,2018,Right,1,3,3,Medium/ High,Lean,Yes,RCM,6,"Jan 30, 2014",,2021,6'1,157lbs,67+2,67+2,67+2,69+2,69+2,69+2,69+2,69+2,71+2,71+2,71+2,71+2,75+2,75+2,75+2,71+2,73+2,75+2,75+2,75+2,73+2,72+2,72+2,72+2,72+2,72+2,70,63,65,79,69,69,67,61,76,73,62,57,66,77,65,67,92,89,70,69,80,78,68,74,44,77,65,75,71,11,15,8,13,10,€14.3M
1447,188840,Miguel Lopes,31,https://cdn.sofifa.org/players/4/19/188840.png,Portugal,https://cdn.sofifa.org/flags/38.png,76,76,Akhisar Belediyespor,https://cdn.sofifa.org/teams/2/light/111340.png,€5M,€17K,1967,Right,2,4,3,High/ Medium,Normal,No,RB,13,"Jul 27, 2017",,2020,6'0,183lbs,63+2,63+2,63+2,66+2,65+2,65+2,65+2,66+2,65+2,65+2,65+2,69+2,68+2,68+2,68+2,69+2,75+2,73+2,73+2,73+2,75+2,75+2,73+2,73+2,73+2,75+2,77,40,65,70,55,72,70,55,65,70,77,77,68,69,67,70,71,90,75,45,79,77,65,62,50,68,75,76,75,15,12,7,13,13,€10M
1448,194728,I. Belfodil,26,https://cdn.sofifa.org/players/4/19/194728.png,Algeria,https://cdn.sofifa.org/flags/97.png,76,78,TSG 1899 Hoffenheim,https://cdn.sofifa.org/teams/2/light/10029.png,€9.5M,€35K,1862,Right,2,2,3,High/ Medium,Lean,Yes,ST,19,"Jul 1, 2018",,2022,6'3,190lbs,74+2,74+2,74+2,72+2,74+2,74+2,74+2,72+2,73+2,73+2,73+2,72+2,68+2,68+2,68+2,72+2,54+2,56+2,56+2,56+2,54+2,51+2,51+2,51+2,51+2,51+2,65,74,75,72,68,80,74,68,62,78,68,72,59,70,41,77,71,75,86,67,82,29,75,72,66,73,30,39,15,6,12,7,13,14,€16.9M
