,ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause
10224,239686,A. Barylla,21,https://cdn.sofifa.org/players/4/19/239686.png,Germany,https://cdn.sofifa.org/flags/21.png,65,73,FSV Zwickau,https://cdn.sofifa.org/teams/2/light/110592.png,€675K,€1K,1609,Right,1,3,2,Medium/ Medium,Normal,No,RCB,16,"Jul 1, 2017",,2019,5'10,165lbs,55+2,55+2,55+2,59+2,56+2,56+2,56+2,59+2,57+2,57+2,57+2,61+2,58+2,58+2,58+2,61+2,64+2,61+2,61+2,61+2,64+2,64+2,63+2,63+2,63+2,64+2,59,55,63,60,28,59,32,27,57,60,74,69,68,62,66,25,79,81,65,29,64,60,56,54,31,58,58,65,65,7,6,7,11,7,€1.1M
10225,245062,J. González,26,https://cdn.sofifa.org/players/4/19/245062.png,Paraguay,https://cdn.sofifa.org/flags/58.png,65,69,Defensa y Justicia,https://cdn.sofifa.org/teams/2/light/111710.png,€575K,€3K,1450,Right,1,2,2,Medium/ Medium,Normal,No,CB,4,"Jul 23, 2018",,2022,5'10,154lbs,45+2,45+2,45+2,44+2,45+2,45+2,45+2,44+2,45+2,45+2,45+2,46+2,48+2,48+2,48+2,46+2,59+2,59+2,59+2,59+2,59+2,61+2,63+2,63+2,63+2,61+2,32,29,61,65,30,36,36,34,31,65,58,62,45,55,67,49,65,63,55,26,59,62,25,32,45,55,66,70,72,15,6,14,14,6,€906K
10226,188230,G. Treand,32,https://cdn.sofifa.org/players/4/19/188230.png,France,https://cdn.sofifa.org/flags/18.png,65,65,Neuchâtel Xamax,https://cdn.sofifa.org/teams/2/light/435.png,€425K,€2K,1697,Right,1,3,2,Medium/ Medium,Lean,No,LM,17,"Jul 1, 2017",,2021,5'10,163lbs,63+2,63+2,63+2,63+2,63+2,63+2,63+2,63+2,63+2,63+2,63+2,63+2,61+2,61+2,61+2,63+2,52+2,52+2,52+2,52+2,52+2,50+2,46+2,46+2,46+2,50+2,57,64,54,68,57,62,63,65,60,64,62,66,67,63,68,66,68,68,59,54,57,38,68,62,58,54,35,37,30,6,14,15,15,7,€616K
10227,221511,E. Markkanen,26,https://cdn.sofifa.org/players/4/19/221511.png,Finland,https://cdn.sofifa.org/flags/17.png,65,66,Dalkurd FF,https://cdn.sofifa.org/teams/2/light/113876.png,€650K,€2K,1551,Left,1,3,2,Medium/ Medium,Normal,No,LS,9,"Aug 10, 2018",,2018,6'6,214lbs,64+2,64+2,64+2,56+2,59+2,59+2,59+2,56+2,56+2,56+2,56+2,56+2,53+2,53+2,53+2,56+2,45+2,46+2,46+2,46+2,45+2,44+2,46+2,46+2,46+2,44+2,38,62,72,57,62,55,52,53,49,60,61,65,31,58,34,70,58,67,91,65,68,28,64,46,54,56,28,26,25,11,9,12,11,9,€861K
10228,163143,A. McCormack,34,https://cdn.sofifa.org/players/4/19/163143.png,Republic of Ireland,https://cdn.sofifa.org/flags/25.png,65,65,Luton Town,https://cdn.sofifa.org/teams/2/light/1923.png,€160K,€3K,1691,Right,1,3,2,Medium/ High,Normal,No,CDM,4,"Jul 1, 2017",,2019,5'11,141lbs,51+2,51+2,51+2,51+2,52+2,52+2,52+2,51+2,55+2,55+2,55+2,53+2,59+2,59+2,59+2,53+2,58+2,64+2,64+2,64+2,58+2,57+2,64+2,64+2,64+2,57+2,54,32,48,66,45,52,65,56,65,62,45,33,56,56,71,69,74,59,75,60,89,63,49,56,50,70,60,66,62,6,8,14,15,10,€280K
10229,230983,M. Firenze,25,https://cdn.sofifa.org/players/4/19/230983.png,Italy,https://cdn.sofifa.org/flags/27.png,65,67,Crotone,https://cdn.sofifa.org/teams/2/light/110734.png,€650K,€1K,1514,Right,1,3,3,High/ Medium,Lean,No,RDM,7,"Jul 8, 2015",,2021,5'11,154lbs,61+2,61+2,61+2,60+2,62+2,62+2,62+2,60+2,63+2,63+2,63+2,59+2,58+2,58+2,58+2,59+2,42+2,44+2,44+2,44+2,42+2,40+2,38+2,38+2,38+2,40+2,30,68,63,69,49,67,56,33,61,66,54,53,69,59,71,59,72,52,52,51,29,19,62,62,66,59,30,23,21,10,14,10,6,8,€1.1M
10230,239431,I. Maela,25,https://cdn.sofifa.org/players/4/19/239431.png,South Africa,https://cdn.sofifa.org/flags/140.png,65,67,Orlando Pirates,https://cdn.sofifa.org/teams/2/light/110930.png,€550K,€1K,1568,Left,1,3,3,Medium/ Medium,Lean,No,LB,3,"Jun 28, 2017",,2020,5'7,150lbs,50+2,50+2,50+2,54+2,52+2,52+2,52+2,54+2,49+2,49+2,49+2,54+2,48+2,48+2,48+2,54+2,62+2,55+2,55+2,55+2,62+2,64+2,61+2,61+2,61+2,64+2,66,31,59,31,30,66,34,44,26,68,71,67,55,59,86,55,65,64,45,41,51,63,42,41,40,68,70,73,69,13,12,6,10,15,€1.2M
10231,243015,L. Romo,23,https://cdn.sofifa.org/players/4/19/243015.png,Mexico,https://cdn.sofifa.org/flags/83.png,65,73,Querétaro,https://cdn.sofifa.org/teams/2/light/110150.png,€675K,€2K,1395,Right,1,3,2,Medium/ Medium,Normal,No,LCB,3,"Jan 1, 2018",,2021,6'0,185lbs,43+2,43+2,43+2,40+2,40+2,40+2,40+2,40+2,40+2,40+2,40+2,42+2,44+2,44+2,44+2,42+2,54+2,55+2,55+2,55+2,54+2,58+2,63+2,63+2,63+2,58+2,27,25,63,50,29,34,28,31,35,51,62,58,43,55,54,44,73,63,77,21,54,57,27,30,46,60,64,72,68,11,9,13,9,12,€1.3M
10232,217160,Peng Xinli,26,https://cdn.sofifa.org/players/4/19/217160.png,China PR,https://cdn.sofifa.org/flags/155.png,65,66,Chongqing Dangdai Lifan FC SWM Team,https://cdn.sofifa.org/teams/2/light/112165.png,€625K,€3K,1845,Left,1,3,3,Medium/ Medium,Normal,No,RDM,10,"Jan 28, 2017",,2019,5'9,137lbs,61+2,61+2,61+2,65+2,64+2,64+2,64+2,65+2,65+2,65+2,65+2,66+2,64+2,64+2,64+2,66+2,64+2,63+2,63+2,63+2,64+2,63+2,62+2,62+2,62+2,63+2,55,57,53,66,53,66,60,58,62,64,82,82,78,58,72,57,76,78,64,53,69,53,65,69,48,60,70,63,58,11,12,13,13,7,€1.4M
10233,221768,J. Zwischenbrugger,28,https://cdn.sofifa.org/players/4/19/221768.png,Austria,https://cdn.sofifa.org/flags/4.png,65,65,SCR Altach,https://cdn.sofifa.org/teams/2/light/15009.png,€450K,€4K,1614,Right,1,3,2,High/ Medium,Normal,No,CB,18,"Jul 7, 2014",,2019,6'2,176lbs,53+2,53+2,53+2,53+2,53+2,53+2,53+2,53+2,54+2,54+2,54+2,54+2,56+2,56+2,56+2,54+2,60+2,61+2,61+2,61+2,60+2,61+2,64+2,64+2,64+2,61+2,46,39,65,62,40,48,51,37,49,55,62,69,62,59,52,56,53,64,75,48,59,65,46,62,40,57,63,66,62,9,10,15,10,15,€653K
