,ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause
12496,245616,Pelayo Morilla,16,https://cdn.sofifa.org/players/4/19/245616.png,Spain,https://cdn.sofifa.org/flags/45.png,63,81,Real Sporting de Gijón,https://cdn.sofifa.org/teams/2/light/459.png,€725K,€1K,1558,Left,1,2,3,Medium/ Medium,Lean,No,RM,31,"Aug 18, 2018",,2022,6'0,154lbs,61+2,61+2,61+2,63+2,61+2,61+2,61+2,63+2,61+2,61+2,61+2,62+2,54+2,54+2,54+2,62+2,47+2,43+2,43+2,43+2,47+2,44+2,38+2,38+2,38+2,44+2,63,61,52,63,58,69,57,44,55,66,75,72,71,52,68,69,54,48,62,43,45,24,57,53,58,55,22,21,26,11,11,6,15,7,€1.6M
12497,237169,C. Bramall,22,https://cdn.sofifa.org/players/4/19/237169.png,England,https://cdn.sofifa.org/flags/14.png,63,70,Arsenal,https://cdn.sofifa.org/teams/2/light/1.png,€425K,€12K,1659,Left,1,2,2,High/ Medium,Lean,No,LB,39,"Jan 9, 2017",,2019,5'10,159lbs,54+2,54+2,54+2,60+2,58+2,58+2,58+2,60+2,58+2,58+2,58+2,61+2,57+2,57+2,57+2,61+2,62+2,58+2,58+2,58+2,62+2,61+2,57+2,57+2,57+2,61+2,58,36,45,60,37,63,48,44,58,62,88,88,74,55,67,55,64,64,56,58,59,59,53,50,34,52,56,57,59,11,8,7,14,12,€893K
12498,231538,B. Blasi,22,https://cdn.sofifa.org/players/4/19/231538.png,Argentina,https://cdn.sofifa.org/flags/52.png,63,73,Unión de Santa Fe,https://cdn.sofifa.org/teams/2/light/111716.png,€500K,€2K,1511,Right,1,3,2,Medium/ Medium,Stocky,No,RB,17,"Jan 1, 2015",,2020,5'11,165lbs,45+2,45+2,45+2,47+2,45+2,45+2,45+2,47+2,45+2,45+2,45+2,50+2,49+2,49+2,49+2,50+2,60+2,57+2,57+2,57+2,60+2,61+2,61+2,61+2,61+2,61+2,57,28,65,55,26,47,38,32,48,54,65,68,54,53,62,46,79,76,71,28,53,59,24,38,47,53,49,68,68,13,13,9,10,8,€850K
12499,235378,F. Eguelfi,23,https://cdn.sofifa.org/players/4/19/235378.png,Italy,https://cdn.sofifa.org/flags/27.png,63,70,Hellas Verona,https://cdn.sofifa.org/teams/2/light/206.png,€525K,€4K,1639,Left,1,2,3,High/ Medium,Lean,No,LM,3,,Atalanta,"Jun 30, 2019",5'10,163lbs,54+2,54+2,54+2,60+2,57+2,57+2,57+2,60+2,58+2,58+2,58+2,61+2,58+2,58+2,58+2,61+2,62+2,59+2,59+2,59+2,62+2,61+2,59+2,59+2,59+2,61+2,68,50,55,63,37,68,50,43,52,63,66,64,61,63,70,35,66,57,55,32,58,60,55,53,50,53,58,61,60,14,14,15,11,12,
12500,242546,L. Lencinas,23,https://cdn.sofifa.org/players/4/19/242546.png,Argentina,https://cdn.sofifa.org/flags/52.png,63,69,Godoy Cruz,https://cdn.sofifa.org/teams/2/light/111706.png,€500K,€3K,1550,Left,1,3,3,Medium/ Low,Normal,No,LW,17,"Jul 1, 2017",,2021,5'9,168lbs,63+2,63+2,63+2,62+2,62+2,62+2,62+2,62+2,60+2,60+2,60+2,60+2,54+2,54+2,54+2,60+2,47+2,44+2,44+2,44+2,47+2,44+2,42+2,42+2,42+2,44+2,60,67,63,60,50,66,46,36,40,64,64,60,57,66,72,63,70,54,62,63,41,23,63,50,62,58,44,26,13,11,6,12,10,6,€825K
12501,204915,K. Guthrie,25,https://cdn.sofifa.org/players/4/19/204915.png,England,https://cdn.sofifa.org/flags/14.png,63,64,Stevenage,https://cdn.sofifa.org/teams/2/light/361.png,€450K,€3K,1574,Right,1,3,3,Low/ Low,Lean,No,ST,28,"Jul 26, 2018",,2019,6'3,154lbs,61+2,61+2,61+2,59+2,60+2,60+2,60+2,59+2,58+2,58+2,58+2,58+2,54+2,54+2,54+2,58+2,50+2,48+2,48+2,48+2,50+2,50+2,47+2,47+2,47+2,50+2,47,64,62,55,49,63,45,27,52,61,74,67,63,52,62,64,70,61,68,54,37,36,59,52,63,54,29,48,42,10,8,13,8,9,€821K
12502,225395,Ezkieta,21,https://cdn.sofifa.org/players/4/19/225395.png,Spain,https://cdn.sofifa.org/flags/45.png,63,75,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,€525K,€10K,1086,Right,1,3,1,Medium/ Medium,Lean,No,GK,31,"Jul 1, 2015",,2019,6'4,172lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,16,12,17,28,15,17,16,19,27,19,41,49,36,63,45,26,57,41,64,14,25,20,15,30,24,33,13,17,15,65,58,59,59,64,€1.2M
12503,242547,J. Scherzer,22,https://cdn.sofifa.org/players/4/19/242547.png,Austria,https://cdn.sofifa.org/flags/4.png,63,67,FC Admira Wacker Mödling,https://cdn.sofifa.org/teams/2/light/111821.png,€400K,€2K,1533,Left,1,3,2,Medium/ Medium,Normal,No,LB,17,"Jan 30, 2018",,2021,6'1,168lbs,48+2,48+2,48+2,52+2,49+2,49+2,49+2,52+2,49+2,49+2,49+2,54+2,51+2,51+2,51+2,54+2,61+2,59+2,59+2,59+2,61+2,61+2,62+2,62+2,62+2,61+2,60,26,54,59,29,60,47,33,47,63,64,67,63,60,62,54,65,65,72,31,60,61,28,33,34,44,64,63,59,7,11,11,7,14,€610K
12504,243315,Dani Gómez,19,https://cdn.sofifa.org/players/4/19/243315.png,Spain,https://cdn.sofifa.org/flags/45.png,63,77,Real Madrid,https://cdn.sofifa.org/teams/2/light/243.png,€800K,€12K,1448,Right,1,3,2,Medium/ Medium,Normal,No,ST,38,"Jul 1, 2017",,2022,5'10,154lbs,61+2,61+2,61+2,57+2,59+2,59+2,59+2,57+2,57+2,57+2,57+2,55+2,48+2,48+2,48+2,55+2,39+2,38+2,38+2,38+2,39+2,38+2,36+2,36+2,36+2,38+2,32,67,58,54,54,60,41,45,35,66,66,65,70,56,65,59,62,51,70,52,28,12,61,42,57,44,41,12,15,7,10,13,8,14,€2.1M
12505,244083,J. Hofmann,21,https://cdn.sofifa.org/players/4/19/244083.png,Germany,https://cdn.sofifa.org/flags/21.png,63,72,VfL Sportfreunde Lotte,https://cdn.sofifa.org/teams/2/light/110700.png,€575K,€1K,1745,Right,1,3,2,Medium/ Medium,Normal,No,CAM,6,"Jul 1, 2018",,2019,5'7,148lbs,58+2,58+2,58+2,60+2,60+2,60+2,60+2,60+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,59+2,59+2,59+2,61+2,55,51,46,64,34,58,63,57,59,63,67,68,77,63,82,73,80,66,45,58,68,59,59,63,40,53,62,63,58,10,7,7,6,14,€949K
12506,182387,Zhang Xiaofei,35,https://cdn.sofifa.org/players/4/19/182387.png,China PR,https://cdn.sofifa.org/flags/155.png,63,63,Changchun Yatai FC,https://cdn.sofifa.org/teams/2/light/111769.png,€80K,€2K,1621,Left,1,3,2,Medium/ Medium,Normal,No,LB,33,"Jan 1, 2009",,2021,5'10,163lbs,54+2,54+2,54+2,54+2,54+2,54+2,54+2,54+2,55+2,55+2,55+2,56+2,59+2,59+2,59+2,56+2,61+2,64+2,64+2,64+2,61+2,61+2,65+2,65+2,65+2,61+2,62,49,68,65,56,57,45,45,64,67,56,36,42,69,59,48,49,49,78,52,57,67,31,52,43,61,66,68,63,15,13,10,14,6,€172K
12507,191859,Wang Lin,30,https://cdn.sofifa.org/players/4/19/191859.png,China PR,https://cdn.sofifa.org/flags/155.png,63,63,Shanghai Greenland Shenhua FC,https://cdn.sofifa.org/teams/2/light/110955.png,€270K,€3K,1659,Right,1,4,2,High/ High,Normal,No,RB,25,"Jan 15, 2016",,2018,5'10,165lbs,49+2,49+2,49+2,55+2,51+2,51+2,51+2,55+2,53+2,53+2,53+2,58+2,56+2,56+2,56+2,58+2,62+2,59+2,59+2,59+2,62+2,61+2,58+2,58+2,58+2,61+2,70,32,52,57,30,54,60,45,60,45,79,70,74,65,70,43,56,88,75,46,67,61,46,53,43,53,53,57,53,16,8,14,7,10,€581K
12508,221556,O. Mfulu,24,https://cdn.sofifa.org/players/4/19/221556.png,DR Congo,https://cdn.sofifa.org/flags/110.png,63,68,Red Star FC,https://cdn.sofifa.org/teams/2/light/111273.png,€425K,€1K,1630,Right,1,3,2,Medium/ Medium,Normal,No,CDM,13,"Aug 6, 2017",,2019,6'0,168lbs,53+2,53+2,53+2,54+2,56+2,56+2,56+2,54+2,57+2,57+2,57+2,56+2,61+2,61+2,61+2,56+2,59+2,62+2,62+2,62+2,59+2,59+2,60+2,60+2,60+2,59+2,38,36,57,66,40,55,42,45,61,62,54,63,60,61,70,51,63,74,62,44,65,62,58,60,49,57,53,64,58,15,6,12,12,12,€776K
