,ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause
7952,237383,A. Bastoni,19,https://cdn.sofifa.org/players/4/19/237383.png,Italy,https://cdn.sofifa.org/flags/27.png,67,87,Parma,https://cdn.sofifa.org/teams/2/light/50.png,€1.5M,€7K,1454,Left,1,3,2,Medium/ Medium,Lean,No,CB,95,,Inter,"Jun 30, 2019",6'3,165lbs,45+2,45+2,45+2,41+2,43+2,43+2,43+2,41+2,43+2,43+2,43+2,43+2,47+2,47+2,47+2,43+2,55+2,58+2,58+2,58+2,55+2,58+2,65+2,65+2,65+2,58+2,33,26,69,55,35,36,37,36,42,45,52,55,42,56,57,49,71,55,63,25,64,60,43,38,47,52,73,74,68,11,5,9,11,12,
7953,173895,S. Eastwood,29,https://cdn.sofifa.org/players/4/19/173895.png,England,https://cdn.sofifa.org/flags/14.png,67,69,Oxford United,https://cdn.sofifa.org/teams/2/light/1951.png,€625K,€4K,1178,Right,1,3,1,Medium/ Medium,Normal,No,GK,1,"Jul 1, 2016",,2021,6'2,198lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,15,13,15,23,15,14,18,19,29,19,48,52,62,67,44,24,64,40,68,13,41,27,16,31,23,46,24,16,13,65,60,62,67,71,€1.1M
7954,206408,T. Boyd,27,https://cdn.sofifa.org/players/4/19/206408.png,United States,https://cdn.sofifa.org/flags/95.png,67,67,SV Darmstadt 98,https://cdn.sofifa.org/teams/2/light/110502.png,€825K,€8K,1560,Right,1,3,2,Medium/ Medium,Stocky,No,ST,18,"Jan 24, 2017",,2019,6'2,181lbs,66+2,66+2,66+2,55+2,60+2,60+2,60+2,55+2,56+2,56+2,56+2,53+2,50+2,50+2,50+2,53+2,41+2,43+2,43+2,43+2,41+2,40+2,46+2,46+2,46+2,40+2,32,67,78,57,70,54,43,38,35,62,53,53,54,64,55,76,76,48,83,63,73,25,66,41,58,60,23,29,22,14,10,13,15,10,€1.3M
7955,214600,F. Nájera,34,https://cdn.sofifa.org/players/4/19/214600.png,Colombia,https://cdn.sofifa.org/flags/56.png,67,67,La Equidad,https://cdn.sofifa.org/teams/2/light/112523.png,€230K,€1K,1445,Right,1,3,2,Low/ High,Normal,No,CB,5,"Jul 15, 2018",,2018,6'1,172lbs,49+2,49+2,49+2,41+2,43+2,43+2,43+2,41+2,42+2,42+2,42+2,43+2,48+2,48+2,48+2,43+2,53+2,58+2,58+2,58+2,53+2,56+2,65+2,65+2,65+2,56+2,40,45,77,53,27,35,25,50,55,45,31,45,45,71,45,59,54,47,80,24,75,65,30,35,45,70,55,67,65,6,10,12,12,15,€311K
7956,224584,Jairo,24,https://cdn.sofifa.org/players/4/19/224584.png,Spain,https://cdn.sofifa.org/flags/45.png,67,70,Cádiz CF,https://cdn.sofifa.org/teams/2/light/1968.png,€975K,€8K,1605,Left,1,2,3,High/ Medium,Lean,No,LM,11,,Girona FC,"Jun 30, 2019",5'5,148lbs,61+2,61+2,61+2,67+2,64+2,64+2,64+2,67+2,64+2,64+2,64+2,66+2,56+2,56+2,56+2,66+2,50+2,43+2,43+2,43+2,50+2,47+2,35+2,35+2,35+2,47+2,68,63,40,66,57,70,54,48,55,68,87,85,80,48,85,65,49,57,38,52,35,26,65,55,61,60,30,21,26,8,10,7,13,13,
7957,227656,D. Milinković,24,https://cdn.sofifa.org/players/4/19/227656.png,France,https://cdn.sofifa.org/flags/18.png,67,73,Hull City,https://cdn.sofifa.org/teams/2/light/1952.png,€1M,€8K,1569,Right,1,4,3,High/ High,Normal,No,LM,11,"Jul 9, 2018",,2021,5'10,154lbs,62+2,62+2,62+2,66+2,64+2,64+2,64+2,66+2,64+2,64+2,64+2,66+2,58+2,58+2,58+2,66+2,49+2,45+2,45+2,45+2,49+2,45+2,37+2,37+2,37+2,45+2,67,58,43,65,50,70,66,39,60,66,83,78,76,61,74,64,33,53,65,49,36,22,64,62,45,64,31,17,22,7,13,7,11,12,€2.2M
7958,229448,F. Ayé,21,https://cdn.sofifa.org/players/4/19/229448.png,France,https://cdn.sofifa.org/flags/18.png,67,74,Clermont Foot 63,https://cdn.sofifa.org/teams/2/light/1815.png,€1.1M,€2K,1552,Right,1,3,3,High/ Low,Lean,No,ST,29,"Jul 1, 2018",,2021,6'0,165lbs,66+2,66+2,66+2,62+2,64+2,64+2,64+2,62+2,62+2,62+2,62+2,60+2,53+2,53+2,53+2,60+2,42+2,41+2,41+2,41+2,42+2,40+2,39+2,39+2,39+2,40+2,28,69,70,60,55,69,38,30,44,65,79,82,73,55,61,63,72,65,74,55,55,12,64,53,57,62,18,17,19,10,8,15,10,7,€2.1M
7959,229704,J. Vachoux,23,https://cdn.sofifa.org/players/4/19/229704.png,France,https://cdn.sofifa.org/flags/18.png,67,75,Racing Club de Lens,https://cdn.sofifa.org/teams/2/light/64.png,€850K,€2K,1014,Right,1,2,1,Medium/ Medium,Normal,No,GK,30,"Jul 1, 2015",,2019,6'0,172lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,12,19,17,22,10,16,14,10,18,20,42,45,39,65,41,24,38,32,28,17,19,23,18,34,23,50,13,15,10,69,63,63,66,69,€1.7M
7960,237640,N. Bajrami,19,https://cdn.sofifa.org/players/4/19/237640.png,Switzerland,https://cdn.sofifa.org/flags/47.png,67,82,Grasshopper Club Zürich,https://cdn.sofifa.org/teams/2/light/322.png,€1.6M,€3K,1782,Right,1,3,3,Medium/ Medium,Lean,No,LCM,30,"Feb 1, 2017",,2021,5'10,150lbs,62+2,62+2,62+2,65+2,65+2,65+2,65+2,65+2,66+2,66+2,66+2,66+2,65+2,65+2,65+2,66+2,63+2,64+2,64+2,64+2,63+2,62+2,59+2,59+2,59+2,62+2,57,59,48,74,53,66,60,47,70,66,73,75,71,64,69,66,63,68,61,51,66,56,63,65,47,70,58,59,61,14,6,10,7,9,€3.4M
7961,190792,P. Mandanda,28,https://cdn.sofifa.org/players/4/19/190792.png,DR Congo,https://cdn.sofifa.org/flags/110.png,67,68,Sporting de Charleroi,https://cdn.sofifa.org/teams/2/light/670.png,€625K,€4K,1086,Right,1,2,1,Medium/ Medium,Stocky,No,GK,35,"Aug 1, 2011",,2022,6'0,185lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,11,10,14,23,13,11,15,14,20,22,48,46,58,63,42,22,75,18,63,18,23,17,11,32,14,46,18,18,16,70,61,66,63,71,€984K
