,ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause
1988,3281,Tarantini,34,https://cdn.sofifa.org/players/4/19/3281.png,Portugal,https://cdn.sofifa.org/flags/38.png,75,75,Rio Ave FC,https://cdn.sofifa.org/teams/2/light/744.png,€3.2M,€10K,1955,Right,1,3,3,Medium/ Medium,Lean,No,RCM,8,"Jul 1, 2008",,2020,6'2,172lbs,70+2,70+2,70+2,68+2,71+2,71+2,71+2,68+2,72+2,72+2,72+2,68+2,73+2,73+2,73+2,68+2,67+2,72+2,72+2,72+2,67+2,67+2,72+2,72+2,72+2,67+2,62,64,77,78,69,71,65,57,73,75,51,52,57,78,52,75,69,54,78,73,75,76,72,77,66,82,72,71,59,12,6,16,7,16,€6.8M
1989,204497,K. Stöger,24,https://cdn.sofifa.org/players/4/19/204497.png,Austria,https://cdn.sofifa.org/flags/4.png,75,80,Fortuna Düsseldorf,https://cdn.sofifa.org/teams/2/light/110636.png,€9M,€24K,1824,Left,1,3,3,Medium/ Medium,Normal,No,RDM,22,"Jul 1, 2018",,2020,5'9,165lbs,66+2,66+2,66+2,72+2,71+2,71+2,71+2,72+2,73+2,73+2,73+2,73+2,70+2,70+2,70+2,73+2,58+2,56+2,56+2,56+2,58+2,54+2,45+2,45+2,45+2,54+2,74,67,45,74,63,76,68,63,77,75,74,66,76,69,77,69,58,77,60,71,50,35,68,79,49,68,38,29,35,15,12,13,10,12,€16.9M
1990,210897,C. Mbemba,23,https://cdn.sofifa.org/players/4/19/210897.png,DR Congo,https://cdn.sofifa.org/flags/110.png,75,80,FC Porto,https://cdn.sofifa.org/teams/2/light/236.png,€7.5M,€10K,1767,Right,1,3,2,High/ Medium,Normal,Yes,CB,19,"Jul 23, 2018",,2022,6'0,181lbs,63+2,63+2,63+2,59+2,60+2,60+2,60+2,59+2,58+2,58+2,58+2,60+2,60+2,60+2,60+2,60+2,67+2,68+2,68+2,68+2,67+2,68+2,73+2,73+2,73+2,68+2,47,52,74,63,37,63,29,28,64,68,70,75,68,63,63,79,85,68,83,42,73,72,52,43,31,68,69,77,76,9,14,16,7,7,€15.6M
1991,201938,A. Limbombe,23,https://cdn.sofifa.org/players/4/19/201938.png,Belgium,https://cdn.sofifa.org/flags/7.png,75,79,FC Nantes,https://cdn.sofifa.org/teams/2/light/71.png,€8.5M,€21K,1960,Right,1,5,4,High/ Medium,Normal,No,LW,22,"Aug 23, 2018",,2023,5'9,170lbs,68+2,68+2,68+2,74+2,71+2,71+2,71+2,74+2,70+2,70+2,70+2,73+2,65+2,65+2,65+2,73+2,68+2,61+2,61+2,61+2,68+2,65+2,57+2,57+2,57+2,65+2,83,66,36,69,70,78,77,66,59,76,88,90,90,69,83,79,77,71,56,74,61,48,70,52,46,71,63,58,53,13,13,6,12,8,€16.8M
1992,175314,K. McDonald,29,https://cdn.sofifa.org/players/4/19/175314.png,Scotland,https://cdn.sofifa.org/flags/42.png,75,75,Fulham,https://cdn.sofifa.org/teams/2/light/144.png,€5M,€46K,1852,Right,1,4,3,Medium/ Medium,Normal,Yes,RDM,6,"Jul 22, 2016",,2020,6'4,212lbs,63+2,63+2,63+2,64+2,65+2,65+2,65+2,64+2,66+2,66+2,66+2,66+2,70+2,70+2,70+2,66+2,69+2,73+2,73+2,73+2,69+2,68+2,71+2,71+2,71+2,68+2,69,54,56,76,50,66,63,56,71,74,47,50,53,75,61,71,68,70,77,64,76,74,60,68,48,78,76,75,64,7,11,6,8,8,€9.5M
1993,208339,O. Niasse,28,https://cdn.sofifa.org/players/4/19/208339.png,Senegal,https://cdn.sofifa.org/flags/136.png,75,75,Everton,https://cdn.sofifa.org/teams/2/light/7.png,€7M,€82K,1771,Right,1,3,3,High/ Medium,Lean,Yes,ST,19,"Feb 1, 2016",,2020,6'0,181lbs,74+2,74+2,74+2,70+2,72+2,72+2,72+2,70+2,68+2,68+2,68+2,68+2,60+2,60+2,60+2,68+2,52+2,48+2,48+2,48+2,52+2,49+2,45+2,45+2,45+2,49+2,56,77,74,64,74,75,63,39,35,73,78,72,68,70,67,76,71,74,72,71,64,35,77,61,67,67,19,23,24,16,6,12,10,8,€13.3M
1994,215251,G. Herrera,26,https://cdn.sofifa.org/players/4/19/215251.png,Argentina,https://cdn.sofifa.org/flags/52.png,75,78,Club Atlético Talleres,https://cdn.sofifa.org/teams/2/light/112670.png,€6M,€12K,1183,Left,1,2,1,Medium/ Medium,Normal,No,GK,22,"Jan 11, 2016",,2020,6'2,185lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,17,17,20,29,18,20,12,21,18,20,53,45,39,70,54,24,56,40,63,12,27,28,12,16,28,43,24,15,17,74,73,70,74,77,€9.5M
1995,220883,R. Borré,22,https://cdn.sofifa.org/players/4/19/220883.png,Colombia,https://cdn.sofifa.org/flags/56.png,75,82,River Plate,https://cdn.sofifa.org/teams/2/light/1876.png,€9.5M,€21K,1934,Right,1,3,4,High/ Medium,Normal,No,RS,19,"Aug 5, 2017",,2021,5'9,157lbs,74+2,74+2,74+2,74+2,74+2,74+2,74+2,74+2,73+2,73+2,73+2,72+2,66+2,66+2,66+2,72+2,56+2,55+2,55+2,55+2,56+2,53+2,50+2,50+2,50+2,53+2,63,76,72,70,72,77,79,67,61,74,82,80,82,71,80,75,79,69,68,68,67,35,75,72,66,77,41,33,22,11,14,14,11,8,€15.2M
1996,190931,E. Zukanović,31,https://cdn.sofifa.org/players/4/19/190931.png,Bosnia Herzegovina,https://cdn.sofifa.org/flags/8.png,75,75,Genoa,https://cdn.sofifa.org/teams/2/light/110556.png,€4.5M,€15K,1809,Left,2,3,2,Low/ High,Normal,No,CB,87,"Jul 1, 2018",,2021,6'3,187lbs,56+2,56+2,56+2,54+2,55+2,55+2,55+2,54+2,55+2,55+2,55+2,56+2,61+2,61+2,61+2,56+2,67+2,70+2,70+2,70+2,67+2,69+2,73+2,73+2,73+2,69+2,66,25,78,66,27,50,76,79,66,63,61,54,45,73,39,85,52,66,84,69,70,73,38,51,69,75,75,77,74,15,12,8,12,11,€7.6M
1997,236245,A. Elis,22,https://cdn.sofifa.org/players/4/19/236245.png,Honduras,https://cdn.sofifa.org/flags/81.png,75,82,Houston Dynamo,https://cdn.sofifa.org/teams/2/light/698.png,€9.5M,€8K,1838,Right,1,4,4,High/ Medium,Lean,Yes,RM,17,"Jan 1, 2018",,2021,5'11,170lbs,73+2,73+2,73+2,74+2,74+2,74+2,74+2,74+2,73+2,73+2,73+2,74+2,65+2,65+2,65+2,74+2,55+2,52+2,52+2,52+2,55+2,52+2,46+2,46+2,46+2,52+2,64,73,65,65,66,78,60,57,58,77,91,90,78,74,63,72,73,73,72,65,68,33,74,71,65,68,26,21,25,9,7,6,10,9,€16.2M
1998,174549,M. Fernández,32,https://cdn.sofifa.org/players/4/19/174549.png,Chile,https://cdn.sofifa.org/flags/55.png,75,75,Club Necaxa,https://cdn.sofifa.org/teams/2/light/101121.png,€5M,€14K,1989,Right,2,4,5,Medium/ Medium,Lean,No,LDM,14,"Sep 8, 2017",,2023,5'10,159lbs,69+2,69+2,69+2,74+2,73+2,73+2,73+2,74+2,75+2,75+2,75+2,74+2,73+2,73+2,73+2,74+2,67+2,66+2,66+2,66+2,67+2,65+2,60+2,60+2,60+2,65+2,75,61,50,78,70,78,80,82,76,80,75,71,76,71,74,78,66,64,60,75,50,60,70,78,72,76,58,60,56,11,8,5,10,11,€8.5M
