,ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause
2556,188135,Juanfran,29,https://cdn.sofifa.org/players/4/19/188135.png,Spain,https://cdn.sofifa.org/flags/45.png,74,74,CD Leganés,https://cdn.sofifa.org/teams/2/light/100888.png,€4.3M,€10K,2020,Right,2,3,3,High/ Medium,Normal,Yes,RB,2,,Deportivo de La Coruña,"Jun 30, 2019",5'11,152lbs,70+2,70+2,70+2,71+2,71+2,71+2,71+2,71+2,70+2,70+2,70+2,72+2,72+2,72+2,72+2,72+2,73+2,71+2,71+2,71+2,73+2,73+2,69+2,69+2,69+2,73+2,73,57,69,72,53,71,64,60,67,79,74,79,75,73,70,79,74,89,73,80,68,75,69,63,59,68,49,73,74,13,9,13,10,14,
2557,199912,S. Kittel,25,https://cdn.sofifa.org/players/4/19/199912.png,Germany,https://cdn.sofifa.org/flags/21.png,74,76,FC Ingolstadt 04,https://cdn.sofifa.org/teams/2/light/111239.png,€7M,€24K,1837,Right,1,5,4,Medium/ Medium,Lean,No,CAM,10,"Jul 3, 2016",,2022,5'10,168lbs,68+2,68+2,68+2,73+2,72+2,72+2,72+2,73+2,73+2,73+2,73+2,73+2,68+2,68+2,68+2,73+2,56+2,54+2,54+2,54+2,56+2,52+2,43+2,43+2,43+2,52+2,72,71,50,75,64,78,75,72,70,77,76,70,82,72,81,68,72,71,52,68,39,37,69,69,60,61,41,24,20,11,14,7,16,14,€11.7M
2558,234730,V. Rosier,21,https://cdn.sofifa.org/players/4/19/234730.png,France,https://cdn.sofifa.org/flags/18.png,74,81,Dijon FCO,https://cdn.sofifa.org/teams/2/light/110569.png,€6.5M,€9K,1855,Right,1,2,3,High/ Medium,Normal,No,RB,19,"Jul 1, 2016",,2022,5'9,157lbs,61+2,61+2,61+2,66+2,65+2,65+2,65+2,66+2,65+2,65+2,65+2,68+2,67+2,67+2,67+2,68+2,72+2,70+2,70+2,70+2,72+2,72+2,70+2,70+2,70+2,72+2,69,41,64,69,40,74,59,39,63,74,78,74,67,72,77,62,67,75,66,53,74,74,59,59,39,68,68,75,74,8,13,10,10,9,€14.3M
2559,216811,K. Waston,30,https://cdn.sofifa.org/players/4/19/216811.png,Costa Rica,https://cdn.sofifa.org/flags/72.png,74,74,Vancouver Whitecaps FC,https://cdn.sofifa.org/teams/2/light/101112.png,€4.2M,€7K,1485,Right,1,2,2,Medium/ High,Stocky,Yes,RCB,4,"Aug 8, 2014",,2023,6'5,194lbs,48+2,48+2,48+2,43+2,44+2,44+2,44+2,43+2,45+2,45+2,45+2,46+2,52+2,52+2,52+2,46+2,57+2,66+2,66+2,66+2,57+2,60+2,73+2,73+2,73+2,60+2,28,30,76,55,21,37,21,26,65,57,45,55,37,64,31,37,80,62,95,23,94,72,39,36,39,55,78,65,63,13,14,14,6,7,€6.3M
2560,221931,P. Žulj,25,https://cdn.sofifa.org/players/4/19/221931.png,Austria,https://cdn.sofifa.org/flags/4.png,74,78,SK Sturm Graz,https://cdn.sofifa.org/teams/2/light/209.png,€7M,€18K,1940,Left,1,3,4,High/ Medium,Normal,No,LCM,10,"Jul 1, 2017",,2020,6'1,176lbs,70+2,70+2,70+2,71+2,72+2,72+2,72+2,71+2,73+2,73+2,73+2,72+2,73+2,73+2,73+2,72+2,68+2,69+2,69+2,69+2,68+2,67+2,65+2,65+2,65+2,67+2,69,65,58,75,58,74,72,72,73,76,70,64,62,70,54,76,51,67,76,72,45,68,78,77,67,76,64,67,63,10,16,8,8,15,€10.7M
2561,53739,L. Grant,35,https://cdn.sofifa.org/players/4/19/53739.png,England,https://cdn.sofifa.org/flags/14.png,74,74,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,€1.3M,€39K,1300,Right,1,4,1,Medium/ Medium,Normal,Yes,GK,13,"Jul 3, 2018",,2020,6'4,183lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,19,17,14,43,15,11,17,19,40,34,52,46,56,69,56,24,73,39,71,19,42,26,14,50,20,60,12,13,19,74,72,74,74,76,€2.5M
2562,194795,G. Jara,32,https://cdn.sofifa.org/players/4/19/194795.png,Chile,https://cdn.sofifa.org/flags/55.png,74,74,Universidad de Chile,https://cdn.sofifa.org/teams/2/light/15029.png,€3.2M,€11K,1807,Right,2,4,2,Medium/ Medium,Normal,No,CB,18,"Jan 18, 2016",,2018,5'10,172lbs,59+2,59+2,59+2,61+2,60+2,60+2,60+2,61+2,62+2,62+2,62+2,63+2,65+2,65+2,65+2,63+2,68+2,71+2,71+2,71+2,68+2,69+2,73+2,73+2,73+2,69+2,59,45,69,71,28,62,28,47,71,67,67,66,71,69,66,58,78,69,77,46,90,73,51,61,45,75,71,72,73,10,9,11,13,14,€4.5M
2563,223724,S. Lainer,25,https://cdn.sofifa.org/players/4/19/223724.png,Austria,https://cdn.sofifa.org/flags/4.png,74,77,FC Red Bull Salzburg,https://cdn.sofifa.org/teams/2/light/191.png,€6M,€26K,1946,Right,1,4,3,High/ High,Lean,No,RB,22,"Jul 1, 2015",,2022,5'9,154lbs,67+2,67+2,67+2,69+2,68+2,68+2,68+2,69+2,67+2,67+2,67+2,70+2,67+2,67+2,67+2,70+2,73+2,69+2,69+2,69+2,73+2,72+2,68+2,68+2,68+2,72+2,74,59,55,69,59,67,65,33,62,66,84,85,75,75,75,73,66,90,69,70,84,68,66,60,45,72,62,71,73,10,14,7,8,7,€9.5M
2564,208621,Óscar Plano,27,https://cdn.sofifa.org/players/4/19/208621.png,Spain,https://cdn.sofifa.org/flags/45.png,74,74,Real Valladolid CF,https://cdn.sofifa.org/teams/2/light/462.png,€6M,€18K,1854,Left,1,4,3,High/ Medium,Normal,No,LM,10,"Jul 3, 2017",,2021,6'0,159lbs,70+2,70+2,70+2,72+2,71+2,71+2,71+2,72+2,71+2,71+2,71+2,72+2,66+2,66+2,66+2,72+2,57+2,54+2,54+2,54+2,57+2,53+2,44+2,44+2,44+2,53+2,74,74,46,68,58,72,78,68,65,73,79,79,78,68,64,80,61,85,67,72,58,34,71,70,66,69,31,30,26,8,14,16,8,13,€13.2M
2565,172013,De la Bella,32,https://cdn.sofifa.org/players/4/19/172013.png,Spain,https://cdn.sofifa.org/flags/45.png,74,74,UD Las Palmas,https://cdn.sofifa.org/teams/2/light/472.png,€3.1M,€10K,1869,Left,1,2,3,High/ Medium,Normal,Yes,LB,3,"Aug 27, 2018",,2020,6'0,174lbs,62+2,62+2,62+2,65+2,64+2,64+2,64+2,65+2,66+2,66+2,66+2,67+2,69+2,69+2,69+2,67+2,72+2,72+2,72+2,72+2,72+2,73+2,72+2,72+2,72+2,73+2,75,45,76,75,42,67,72,38,70,74,62,63,66,75,56,59,66,67,68,68,70,77,58,59,49,66,64,76,80,16,10,8,12,6,€5M
2566,112365,R. Cohade,33,https://cdn.sofifa.org/players/4/19/112365.png,France,https://cdn.sofifa.org/flags/18.png,74,74,FC Metz,https://cdn.sofifa.org/teams/2/light/68.png,€3.3M,€8K,1979,Right,2,3,3,Medium/ Medium,Normal,No,RCM,24,"Jul 7, 2016",,2020,5'11,165lbs,63+2,63+2,63+2,67+2,67+2,67+2,67+2,67+2,70+2,70+2,70+2,69+2,72+2,72+2,72+2,69+2,69+2,72+2,72+2,72+2,69+2,68+2,69+2,69+2,69+2,68+2,72,52,63,78,65,70,76,71,76,75,61,52,61,72,72,57,70,72,68,72,78,67,65,75,67,74,76,66,68,6,16,16,15,9,€5.9M
