,ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause
2272,229221,William,23,https://cdn.sofifa.org/players/4/19/229221.png,Brazil,https://cdn.sofifa.org/flags/54.png,74,79,VfL Wolfsburg,https://cdn.sofifa.org/teams/2/light/175.png,€6.5M,€28K,1904,Right,1,3,3,High/ Low,Normal,No,RB,2,"Jul 1, 2017",,2022,5'7,148lbs,62+2,62+2,62+2,69+2,67+2,67+2,67+2,69+2,67+2,67+2,67+2,70+2,68+2,68+2,68+2,70+2,74+2,71+2,71+2,71+2,74+2,73+2,69+2,69+2,69+2,73+2,76,32,48,75,28,75,64,66,64,76,78,82,78,74,80,76,66,76,65,65,72,77,70,50,42,63,68,69,73,7,10,8,7,7,€11.5M
2273,177766,G. Bong,30,https://cdn.sofifa.org/players/4/19/177766.png,Cameroon,https://cdn.sofifa.org/flags/103.png,74,74,Brighton & Hove Albion,https://cdn.sofifa.org/teams/2/light/1808.png,€4.1M,€35K,1823,Left,1,3,3,High/ High,Lean,Yes,LB,4,"Jul 2, 2015",,2019,6'2,163lbs,58+2,58+2,58+2,64+2,63+2,63+2,63+2,64+2,65+2,65+2,65+2,67+2,69+2,69+2,69+2,67+2,73+2,73+2,73+2,73+2,73+2,73+2,73+2,73+2,73+2,73+2,74,29,60,74,16,68,64,35,70,74,63,68,67,72,64,58,70,69,73,53,70,76,63,65,40,68,78,78,75,13,12,10,8,14,€7.7M
2274,192102,N. Hult,28,https://cdn.sofifa.org/players/4/19/192102.png,Sweden,https://cdn.sofifa.org/flags/46.png,74,74,AEK Athens,https://cdn.sofifa.org/teams/2/light/278.png,€4.4M,€1K,1975,Left,1,3,3,High/ High,Lean,No,LB,23,"Jan 31, 2018",,2020,5'8,146lbs,65+2,65+2,65+2,71+2,69+2,69+2,69+2,71+2,70+2,70+2,70+2,72+2,70+2,70+2,70+2,72+2,74+2,70+2,70+2,70+2,74+2,72+2,67+2,67+2,67+2,72+2,75,58,52,75,56,73,65,51,65,73,82,86,78,74,82,67,80,82,55,57,72,70,63,69,50,74,67,72,67,7,8,13,16,15,€9.8M
2275,202087,J. Geis,24,https://cdn.sofifa.org/players/4/19/202087.png,Germany,https://cdn.sofifa.org/flags/21.png,74,77,FC Schalke 04,https://cdn.sofifa.org/teams/2/light/34.png,€6M,€20K,2039,Right,2,3,2,Low/ High,Normal,No,CDM,16,"Jul 1, 2015",,2019,5'11,179lbs,64+2,64+2,64+2,64+2,64+2,64+2,64+2,64+2,67+2,67+2,67+2,66+2,71+2,71+2,71+2,66+2,69+2,73+2,73+2,73+2,69+2,69+2,71+2,71+2,71+2,69+2,86,51,65,77,64,59,90,80,79,69,44,42,67,67,73,85,79,65,76,75,75,77,69,74,69,69,70,73,71,15,15,14,16,8,€10.7M
2276,213095,L. Cavallini,25,https://cdn.sofifa.org/players/4/19/213095.png,Canada,https://cdn.sofifa.org/flags/70.png,74,77,Puebla FC,https://cdn.sofifa.org/teams/2/light/110152.png,€7M,€9K,1716,Left,1,3,3,High/ Medium,Normal,No,RS,9,"Jul 6, 2018",,2022,6'0,196lbs,72+2,72+2,72+2,65+2,69+2,69+2,69+2,65+2,65+2,65+2,65+2,63+2,58+2,58+2,58+2,63+2,46+2,48+2,48+2,48+2,46+2,45+2,48+2,48+2,48+2,45+2,31,76,76,60,59,69,44,52,41,70,73,74,62,66,70,76,68,72,84,65,78,23,75,56,70,69,35,29,13,10,11,6,7,15,€12.4M
2277,148839,P. Verhaegh,34,https://cdn.sofifa.org/players/4/19/148839.png,Netherlands,https://cdn.sofifa.org/flags/34.png,74,74,VfL Wolfsburg,https://cdn.sofifa.org/teams/2/light/175.png,€1.6M,€32K,1910,Right,2,3,2,Medium/ Medium,Normal,No,RB,3,"Aug 7, 2017",,2019,5'10,163lbs,60+2,60+2,60+2,65+2,63+2,63+2,63+2,65+2,64+2,64+2,64+2,66+2,67+2,67+2,67+2,66+2,73+2,73+2,73+2,73+2,73+2,73+2,73+2,73+2,73+2,73+2,74,42,63,74,33,72,62,49,68,71,65,66,67,75,69,66,78,67,69,52,69,79,51,60,87,79,78,75,77,7,10,14,9,12,€2.7M
2278,230503,Jadson Vidigal,26,https://cdn.sofifa.org/players/4/19/230503.png,Brazil,https://cdn.sofifa.org/flags/54.png,74,74,Grêmio,https://cdn.sofifa.org/teams/2/light/1629.png,€6M,€27K,1738,Right,1,3,2,Medium/ Medium,Normal,No,ST,9,"Jan 1, 2018",,2021,5'9,154lbs,73+2,73+2,73+2,67+2,69+2,69+2,69+2,67+2,66+2,66+2,66+2,65+2,58+2,58+2,58+2,65+2,47+2,45+2,45+2,45+2,47+2,44+2,41+2,41+2,41+2,44+2,51,74,70,67,76,62,55,53,52,61,81,78,69,75,67,81,71,61,78,77,55,31,77,51,77,65,16,12,12,8,8,8,15,9,€10.8M
2279,235623,Álvaro Jiménez,23,https://cdn.sofifa.org/players/4/19/235623.png,Spain,https://cdn.sofifa.org/flags/45.png,74,81,Real Sporting de Gijón,https://cdn.sofifa.org/teams/2/light/459.png,€8M,€17K,1819,Right,1,3,3,High/ Medium,Normal,No,RM,12,,Getafe CF,"Jun 30, 2019",5'9,157lbs,68+2,68+2,68+2,72+2,71+2,71+2,71+2,72+2,71+2,71+2,71+2,72+2,67+2,67+2,67+2,72+2,61+2,58+2,58+2,58+2,61+2,58+2,51+2,51+2,51+2,58+2,76,69,48,69,69,79,74,49,64,75,77,77,67,62,72,75,55,75,58,66,57,48,71,69,49,62,57,39,32,7,12,10,7,5,
2280,203624,O. Vranješ,28,https://cdn.sofifa.org/players/4/19/203624.png,Bosnia Herzegovina,https://cdn.sofifa.org/flags/8.png,74,75,RSC Anderlecht,https://cdn.sofifa.org/teams/2/light/229.png,€5M,€17K,1838,Right,1,3,2,Medium/ High,Normal,No,RCB,55,"Jul 1, 2018",,2022,6'0,165lbs,57+2,57+2,57+2,55+2,55+2,55+2,55+2,55+2,54+2,54+2,54+2,56+2,57+2,57+2,57+2,56+2,66+2,66+2,66+2,66+2,66+2,68+2,73+2,73+2,73+2,68+2,61,31,73,60,58,52,58,48,54,55,65,69,68,62,68,68,77,69,79,56,91,73,58,48,58,66,74,74,73,9,11,15,8,15,€7.9M
2281,204904,M. Bauer,26,https://cdn.sofifa.org/players/4/19/204904.png,Austria,https://cdn.sofifa.org/flags/4.png,74,77,Stoke City,https://cdn.sofifa.org/teams/2/light/1806.png,€5.5M,€34K,1929,Right,1,3,3,High/ High,Normal,No,RB,2,"Jan 9, 2018",,2023,5'11,163lbs,61+2,61+2,61+2,68+2,66+2,66+2,66+2,68+2,67+2,67+2,67+2,70+2,68+2,68+2,68+2,70+2,73+2,70+2,70+2,70+2,73+2,73+2,70+2,70+2,70+2,73+2,75,34,61,69,32,74,72,60,69,70,78,86,72,76,71,61,72,74,68,57,72,68,67,65,52,73,72,74,75,14,13,10,7,9,€10.9M
