,ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause
3124,199387,P. Chavarría,30,https://cdn.sofifa.org/players/4/19/199387.png,Argentina,https://cdn.sofifa.org/flags/52.png,73,73,Stade de Reims,https://cdn.sofifa.org/teams/2/light/379.png,€3.9M,€17K,1856,Right,1,4,3,High/ Medium,Normal,No,ST,12,"Jul 13, 2016",,2019,6'1,163lbs,71+2,71+2,71+2,71+2,71+2,71+2,71+2,71+2,71+2,71+2,71+2,71+2,67+2,67+2,67+2,71+2,58+2,55+2,55+2,55+2,58+2,55+2,50+2,50+2,50+2,55+2,68,73,68,74,61,72,57,58,62,73,68,74,72,72,71,72,78,79,73,65,68,28,73,70,63,64,24,37,48,9,15,11,13,7,€7.7M
3125,183774,R. Bennett,28,https://cdn.sofifa.org/players/4/19/183774.png,England,https://cdn.sofifa.org/flags/14.png,73,73,Wolverhampton Wanderers,https://cdn.sofifa.org/teams/2/light/110.png,€3.2M,€46K,1354,Right,1,2,2,Low/ Medium,Normal,Yes,RCB,5,"Jul 1, 2017",,2020,6'2,172lbs,40+2,40+2,40+2,34+2,36+2,36+2,36+2,34+2,38+2,38+2,38+2,38+2,49+2,49+2,49+2,38+2,56+2,65+2,65+2,65+2,56+2,60+2,71+2,71+2,71+2,60+2,23,18,73,65,13,24,22,25,63,43,36,39,30,68,34,43,73,63,77,20,81,70,20,25,28,53,76,75,73,6,16,12,8,12,€6.2M
3126,190942,K. Hansen,29,https://cdn.sofifa.org/players/4/19/190942.png,Denmark,https://cdn.sofifa.org/flags/13.png,73,73,FC Midtjylland,https://cdn.sofifa.org/teams/2/light/1516.png,€3.1M,€18K,1850,Right,1,3,2,Medium/ Medium,Normal,No,RCB,2,"Jul 2, 2015",,2022,6'0,163lbs,59+2,59+2,59+2,61+2,60+2,60+2,60+2,61+2,62+2,62+2,62+2,64+2,66+2,66+2,66+2,64+2,70+2,71+2,71+2,71+2,70+2,71+2,71+2,71+2,71+2,71+2,68,43,73,70,36,52,67,43,73,70,70,67,70,70,72,59,78,78,74,48,69,69,55,65,33,68,73,71,74,16,8,16,7,13,€4M
3127,196318,S. Gürler,26,https://cdn.sofifa.org/players/4/19/196318.png,Turkey,https://cdn.sofifa.org/flags/48.png,73,73,SD Huesca,https://cdn.sofifa.org/teams/2/light/110839.png,€4.3M,€19K,1798,Right,1,4,3,High/ Low,Normal,No,RM,7,"Aug 7, 2018",,2022,5'9,143lbs,69+2,69+2,69+2,73+2,72+2,72+2,72+2,73+2,71+2,71+2,71+2,72+2,66+2,66+2,66+2,72+2,59+2,54+2,54+2,54+2,59+2,56+2,48+2,48+2,48+2,56+2,71,71,56,70,49,75,71,60,59,73,84,80,79,69,80,73,59,63,51,62,33,35,74,70,52,70,40,54,32,9,10,6,13,15,€9.4M
3128,7647,D. Dainelli,39,https://cdn.sofifa.org/players/4/19/7647.png,Italy,https://cdn.sofifa.org/flags/27.png,73,73,Livorno,https://cdn.sofifa.org/teams/2/light/1844.png,€270K,€2K,1419,Right,2,3,2,Low/ Medium,Lean,No,CB,3,"Jul 16, 2018",,2019,6'3,172lbs,45+2,45+2,45+2,39+2,42+2,42+2,42+2,39+2,42+2,42+2,42+2,42+2,50+2,50+2,50+2,42+2,56+2,64+2,64+2,64+2,56+2,59+2,72+2,72+2,72+2,59+2,28,22,73,56,19,52,40,31,64,55,30,33,30,70,34,69,74,32,79,31,69,83,16,25,30,75,73,76,70,6,12,14,13,10,€419K
3129,208607,M. Mantovani,33,https://cdn.sofifa.org/players/4/19/208607.png,Argentina,https://cdn.sofifa.org/flags/52.png,73,73,UD Las Palmas,https://cdn.sofifa.org/teams/2/light/472.png,€1.6M,€9K,1663,Right,2,3,2,High/ Medium,Lean,Yes,CB,21,"Jul 2, 2018",,2021,6'0,172lbs,54+2,54+2,54+2,50+2,51+2,51+2,51+2,50+2,52+2,52+2,52+2,52+2,58+2,58+2,58+2,52+2,61+2,68+2,68+2,68+2,61+2,62+2,72+2,72+2,72+2,62+2,47,37,76,70,55,55,63,45,65,63,36,33,48,71,61,59,66,53,80,34,85,73,46,33,42,64,74,71,67,9,9,11,14,12,€2.6M
3130,221919,A. Zeneli,23,https://cdn.sofifa.org/players/4/19/221919.png,Kosovo,https://cdn.sofifa.org/flags/219.png,73,77,SC Heerenveen,https://cdn.sofifa.org/teams/2/light/1913.png,€5M,€8K,1794,Right,1,3,4,Medium/ Medium,Normal,No,LM,13,"Jan 1, 2016",,2019,5'9,159lbs,68+2,68+2,68+2,73+2,71+2,71+2,71+2,73+2,70+2,70+2,70+2,72+2,63+2,63+2,63+2,72+2,57+2,52+2,52+2,52+2,57+2,53+2,44+2,44+2,44+2,53+2,71,66,50,68,62,83,78,67,54,77,87,85,86,67,80,77,33,73,55,63,61,38,61,60,56,67,30,33,24,10,8,10,7,14,€7.9M
3131,231391,João Carvalho,21,https://cdn.sofifa.org/players/4/19/231391.png,Portugal,https://cdn.sofifa.org/flags/38.png,73,82,Nottingham Forest,https://cdn.sofifa.org/teams/2/light/14.png,€6M,€28K,1773,Right,1,4,4,Medium/ Medium,Normal,No,CAM,10,"Jul 1, 2018",,2023,5'7,146lbs,66+2,66+2,66+2,72+2,71+2,71+2,71+2,72+2,72+2,72+2,72+2,72+2,67+2,67+2,67+2,72+2,56+2,53+2,53+2,53+2,56+2,51+2,41+2,41+2,41+2,51+2,71,66,38,73,70,76,74,68,65,77,73,72,84,78,86,72,53,61,43,58,41,40,66,73,69,73,21,37,22,9,7,8,10,12,€12.6M
3132,183519,N. Barazite,28,https://cdn.sofifa.org/players/4/19/183519.png,Netherlands,https://cdn.sofifa.org/flags/34.png,73,73,Yeni Malatyaspor,https://cdn.sofifa.org/teams/2/light/113259.png,€4M,€13K,1799,Right,1,3,3,Medium/ Low,Normal,No,CAM,21,"Jul 19, 2017",,2019,6'2,176lbs,69+2,69+2,69+2,72+2,71+2,71+2,71+2,72+2,72+2,72+2,72+2,71+2,66+2,66+2,66+2,71+2,54+2,53+2,53+2,53+2,54+2,51+2,46+2,46+2,46+2,51+2,69,68,60,73,65,79,71,67,65,76,68,67,73,75,58,71,64,57,66,62,44,36,69,72,72,65,45,24,20,16,14,15,10,8,€8.1M
3133,199392,M. Aguirregaray,29,https://cdn.sofifa.org/players/4/19/199392.png,Uruguay,https://cdn.sofifa.org/flags/60.png,73,73,Al Fateh,https://cdn.sofifa.org/teams/2/light/112390.png,€3M,€22K,1946,Right,1,3,3,Medium/ Medium,Normal,No,RB,17,"Aug 11, 2018",,2019,5'10,172lbs,65+2,65+2,65+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,69+2,68+2,68+2,68+2,69+2,71+2,70+2,70+2,70+2,71+2,71+2,70+2,70+2,70+2,71+2,72,38,68,71,64,70,66,50,63,73,74,79,69,71,69,70,63,73,74,61,79,68,72,67,58,69,65,73,72,11,16,10,8,9,€5M
