,ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause
4828,189713,E. Falkenburg,30,https://cdn.sofifa.org/players/4/19/189713.png,Netherlands,https://cdn.sofifa.org/flags/34.png,70,70,ADO Den Haag,https://cdn.sofifa.org/teams/2/light/650.png,€1.7M,€6K,1734,Right,1,4,3,Medium/ Low,Normal,No,ST,30,"Aug 30, 2017",,2019,6'2,185lbs,68+2,68+2,68+2,65+2,67+2,67+2,67+2,65+2,66+2,66+2,66+2,64+2,62+2,62+2,62+2,64+2,51+2,52+2,52+2,52+2,51+2,49+2,49+2,49+2,49+2,49+2,60,71,75,65,66,66,61,63,62,71,54,50,66,66,57,69,68,62,73,74,43,29,73,65,58,72,47,32,30,6,12,14,16,10,€2.6M
4829,202002,L. Landre,26,https://cdn.sofifa.org/players/4/19/202002.png,France,https://cdn.sofifa.org/flags/18.png,70,72,Nîmes Olympique,https://cdn.sofifa.org/teams/2/light/224.png,€1.8M,€10K,1558,Right,1,3,2,Medium/ High,Normal,No,LCB,5,"Jul 1, 2018",,2021,6'0,165lbs,49+2,49+2,49+2,47+2,50+2,50+2,50+2,47+2,51+2,51+2,51+2,49+2,55+2,55+2,55+2,49+2,58+2,64+2,64+2,64+2,58+2,60+2,68+2,68+2,68+2,60+2,35,22,69,65,22,48,33,24,52,59,33,61,55,62,71,56,78,52,70,34,73,70,50,49,46,66,69,72,66,15,11,12,12,12,€3.7M
4830,204050,S. Vergini,29,https://cdn.sofifa.org/players/4/19/204050.png,Argentina,https://cdn.sofifa.org/flags/52.png,70,70,Bursaspor,https://cdn.sofifa.org/teams/2/light/742.png,€1.4M,€10K,1574,Right,1,1,2,Low/ Medium,Lean,Yes,CB,2,"Aug 27, 2018",,2021,6'3,183lbs,51+2,51+2,51+2,53+2,53+2,53+2,53+2,53+2,55+2,55+2,55+2,56+2,61+2,61+2,61+2,56+2,63+2,67+2,67+2,67+2,63+2,64+2,68+2,68+2,68+2,64+2,60,33,67,66,27,60,39,50,61,64,31,43,54,61,41,45,39,67,81,38,64,70,51,59,49,65,67,77,70,6,7,6,13,8,€2.8M
4831,215314,Carlos Gutiérrez,26,https://cdn.sofifa.org/players/4/19/215314.png,Spain,https://cdn.sofifa.org/flags/45.png,70,71,CD Numancia,https://cdn.sofifa.org/teams/2/light/477.png,€1.7M,€6K,1494,Right,1,3,2,Medium/ Medium,Lean,No,LCB,16,"Jul 20, 2016",,2020,6'4,181lbs,49+2,49+2,49+2,43+2,45+2,45+2,45+2,43+2,46+2,46+2,46+2,46+2,53+2,53+2,53+2,46+2,59+2,64+2,64+2,64+2,59+2,62+2,69+2,69+2,69+2,62+2,35,31,73,63,40,32,43,38,55,62,43,50,31,66,47,48,39,62,84,42,65,67,31,33,44,54,70,73,71,7,10,13,10,16,€2.9M
4832,220178,J. Bokila,29,https://cdn.sofifa.org/players/4/19/220178.png,DR Congo,https://cdn.sofifa.org/flags/110.png,70,70,Akhisar Belediyespor,https://cdn.sofifa.org/teams/2/light/111340.png,€1.8M,€12K,1693,Left,1,3,2,Medium/ Medium,Normal,No,ST,30,"Feb 7, 2017",,2019,6'2,179lbs,68+2,68+2,68+2,66+2,66+2,66+2,66+2,66+2,64+2,64+2,64+2,64+2,58+2,58+2,58+2,64+2,51+2,48+2,48+2,48+2,51+2,49+2,46+2,46+2,46+2,49+2,57,70,68,63,63,61,57,46,44,70,73,76,67,63,54,68,64,66,78,64,44,28,72,59,66,67,38,28,25,9,14,10,13,15,€3.6M
4833,164626,T. Kristensen,35,https://cdn.sofifa.org/players/4/19/164626.png,Denmark,https://cdn.sofifa.org/flags/13.png,70,70,Brisbane Roar,https://cdn.sofifa.org/teams/2/light/111395.png,€425K,€3K,1843,Right,1,3,3,Medium/ Medium,Lean,No,RDM,7,"Jul 26, 2016",,2019,6'2,174lbs,63+2,63+2,63+2,63+2,64+2,64+2,64+2,63+2,65+2,65+2,65+2,65+2,68+2,68+2,68+2,65+2,65+2,69+2,69+2,69+2,65+2,64+2,65+2,65+2,65+2,64+2,63,56,58,73,50,64,64,54,70,68,58,50,44,73,51,72,80,83,77,59,73,68,65,65,61,68,67,62,52,14,10,13,12,14,€531K
4834,184338,G. Bellusci,28,https://cdn.sofifa.org/players/4/19/184338.png,Italy,https://cdn.sofifa.org/flags/27.png,70,70,Palermo,https://cdn.sofifa.org/teams/2/light/1843.png,€1.4M,€3K,1694,Right,1,3,2,High/ Medium,Normal,No,RCB,2,"Aug 3, 2017",,2020,6'0,176lbs,54+2,54+2,54+2,52+2,54+2,54+2,54+2,52+2,54+2,54+2,54+2,54+2,58+2,58+2,58+2,54+2,61+2,66+2,66+2,66+2,61+2,63+2,68+2,68+2,68+2,63+2,38,40,64,60,26,59,48,60,61,60,54,58,60,63,68,71,59,69,70,59,89,70,36,50,40,66,70,70,70,9,6,14,8,15,€2.3M
4835,190738,H. Nielsen,24,https://cdn.sofifa.org/players/4/19/190738.png,Norway,https://cdn.sofifa.org/flags/36.png,70,73,Fortuna Düsseldorf,https://cdn.sofifa.org/teams/2/light/110636.png,€2.3M,€15K,1772,Right,1,4,3,Medium/ Medium,Normal,No,ST,16,"Jul 15, 2017",,2020,6'2,176lbs,68+2,68+2,68+2,68+2,68+2,68+2,68+2,68+2,67+2,67+2,67+2,66+2,62+2,62+2,62+2,66+2,55+2,54+2,54+2,54+2,55+2,53+2,51+2,51+2,51+2,53+2,64,71,54,67,73,70,64,36,49,71,67,67,65,69,62,76,67,59,74,64,66,43,71,63,56,71,43,36,33,13,15,15,16,13,€4.3M
4836,237075,C. Ramirez,27,https://cdn.sofifa.org/players/4/19/237075.png,United States,https://cdn.sofifa.org/flags/95.png,70,71,Los Angeles FC,https://cdn.sofifa.org/teams/2/light/112996.png,€2.1M,€5K,1651,Right,1,3,3,High/ Low,Normal,Yes,ST,12,"Aug 6, 2018",,2019,6'2,187lbs,68+2,68+2,68+2,62+2,67+2,67+2,67+2,62+2,64+2,64+2,64+2,61+2,60+2,60+2,60+2,61+2,46+2,49+2,49+2,49+2,46+2,44+2,45+2,45+2,45+2,44+2,29,71,66,62,62,66,44,41,51,74,54,62,66,67,60,70,71,74,75,67,69,29,75,53,68,71,23,27,23,11,9,14,12,6,€3.3M
4837,179731,D. Cabrera,28,https://cdn.sofifa.org/players/4/19/179731.png,Mexico,https://cdn.sofifa.org/flags/83.png,70,70,U.N.A.M.,https://cdn.sofifa.org/teams/2/light/1881.png,€1.8M,€12K,1884,Left,1,3,3,Medium/ Medium,Lean,No,CM,7,"Jan 1, 2008",,2021,5'11,168lbs,62+2,62+2,62+2,65+2,65+2,65+2,65+2,65+2,67+2,67+2,67+2,67+2,68+2,68+2,68+2,67+2,67+2,68+2,68+2,68+2,67+2,66+2,64+2,64+2,64+2,66+2,67,50,50,74,47,65,70,68,70,71,67,67,73,66,56,75,58,77,72,69,68,69,61,69,58,63,64,60,60,11,14,6,16,16,€3M
