,ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause
7384,239808,M. Sáček,21,https://cdn.sofifa.org/players/4/19/239808.png,Czech Republic,https://cdn.sofifa.org/flags/12.png,68,79,Sparta Praha,https://cdn.sofifa.org/teams/2/light/267.png,€1.5M,€1K,1823,Right,1,3,3,High/ High,Lean,No,CM,16,"Jul 1, 2016",,2021,5'11,154lbs,59+2,59+2,59+2,64+2,63+2,63+2,63+2,64+2,65+2,65+2,65+2,65+2,67+2,67+2,67+2,65+2,66+2,66+2,66+2,66+2,66+2,65+2,63+2,63+2,63+2,65+2,61,44,56,70,42,67,63,52,68,68,69,70,73,70,73,62,74,73,59,63,68,67,56,70,46,73,54,65,63,12,14,14,12,5,€3.7M
7385,206529,F. Boli,24,https://cdn.sofifa.org/players/4/19/206529.png,Ivory Coast,https://cdn.sofifa.org/flags/108.png,68,73,Stabæk Fotball,https://cdn.sofifa.org/teams/2/light/917.png,€1.2M,€2K,1633,Right,1,3,3,Medium/ Low,Stocky,No,RS,10,"Jan 16, 2017",,2021,5'11,170lbs,67+2,67+2,67+2,63+2,65+2,65+2,65+2,63+2,61+2,61+2,61+2,61+2,53+2,53+2,53+2,61+2,44+2,42+2,42+2,42+2,44+2,42+2,41+2,41+2,41+2,42+2,36,68,66,55,47,69,49,37,43,65,81,79,70,62,81,69,75,69,79,59,49,14,66,50,67,66,31,19,17,16,12,9,13,11,€1.6M
7386,214721,F. Falcone,28,https://cdn.sofifa.org/players/4/19/214721.png,Argentina,https://cdn.sofifa.org/flags/52.png,68,68,Boavista FC,https://cdn.sofifa.org/teams/2/light/1898.png,€925K,€4K,1560,Right,1,3,3,Medium/ Medium,Normal,No,ST,28,"Jul 20, 2018",,2020,6'2,174lbs,66+2,66+2,66+2,59+2,63+2,63+2,63+2,59+2,58+2,58+2,58+2,56+2,51+2,51+2,51+2,56+2,40+2,39+2,39+2,39+2,40+2,38+2,38+2,38+2,38+2,38+2,36,71,73,54,63,62,61,56,30,66,57,51,57,64,60,74,69,61,69,65,54,17,71,47,64,53,17,18,15,8,13,14,8,15,€1.9M
7387,228033,Chi Zhongguo,28,https://cdn.sofifa.org/players/4/19/228033.png,China PR,https://cdn.sofifa.org/flags/155.png,68,68,Beijing Sinobo Guoan FC,https://cdn.sofifa.org/teams/2/light/111768.png,€900K,€8K,1832,Right,1,4,3,High/ High,Normal,No,CM,6,"Jan 1, 2018",,2020,5'9,143lbs,60+2,60+2,60+2,64+2,64+2,64+2,64+2,64+2,65+2,65+2,65+2,65+2,66+2,66+2,66+2,65+2,69+2,69+2,69+2,69+2,69+2,68+2,67+2,67+2,67+2,68+2,56,56,45,67,37,67,50,37,65,64,73,72,74,72,77,60,78,76,56,56,78,74,61,65,46,67,68,75,70,14,15,8,8,12,€2M
7388,233409,R. Gumny,20,https://cdn.sofifa.org/players/4/19/233409.png,Poland,https://cdn.sofifa.org/flags/37.png,68,84,Lech Poznań,https://cdn.sofifa.org/teams/2/light/873.png,€1.8M,€3K,1621,Right,1,3,2,High/ High,Lean,No,RB,2,"Jan 1, 2016",,2021,5'10,134lbs,50+2,50+2,50+2,60+2,56+2,56+2,56+2,60+2,59+2,59+2,59+2,62+2,59+2,59+2,59+2,62+2,67+2,62+2,62+2,62+2,67+2,66+2,61+2,61+2,61+2,66+2,62,28,50,67,25,60,53,31,52,68,91,82,75,61,68,26,63,73,66,30,45,64,48,56,38,66,58,69,64,11,6,13,12,6,€3.5M
7389,223426,B. Zech,27,https://cdn.sofifa.org/players/4/19/223426.png,Austria,https://cdn.sofifa.org/flags/4.png,68,68,SCR Altach,https://cdn.sofifa.org/teams/2/light/15009.png,€750K,€5K,1519,Right,1,3,2,Low/ Medium,Lean,No,RCB,23,"Sep 3, 2012",,2019,6'1,176lbs,47+2,47+2,47+2,47+2,46+2,46+2,46+2,47+2,47+2,47+2,47+2,50+2,51+2,51+2,51+2,50+2,61+2,61+2,61+2,61+2,61+2,63+2,67+2,67+2,67+2,63+2,44,23,66,58,28,46,48,27,49,49,65,75,40,59,52,40,63,69,81,26,65,67,39,43,35,63,67,70,67,8,14,10,14,12,€1.1M
7390,228290,J. Laporte,24,https://cdn.sofifa.org/players/4/19/228290.png,France,https://cdn.sofifa.org/flags/18.png,68,72,Clermont Foot 63,https://cdn.sofifa.org/teams/2/light/1815.png,€975K,€3K,1446,Right,1,3,2,Medium/ Medium,Normal,No,RCB,15,"Jul 1, 2015",,2021,6'1,181lbs,43+2,43+2,43+2,39+2,40+2,40+2,40+2,39+2,41+2,41+2,41+2,43+2,47+2,47+2,47+2,43+2,56+2,59+2,59+2,59+2,56+2,59+2,66+2,66+2,66+2,59+2,23,19,70,51,30,36,28,25,49,51,60,59,46,55,54,35,78,75,80,27,70,63,29,29,39,59,67,70,64,14,6,15,15,14,€1.8M
7391,231874,J. Horn,21,https://cdn.sofifa.org/players/4/19/231874.png,Germany,https://cdn.sofifa.org/flags/21.png,68,76,1. FC Köln,https://cdn.sofifa.org/teams/2/light/31.png,€1.1M,€5K,1664,Left,1,3,3,Medium/ Medium,Normal,No,LB,23,"Jul 1, 2017",,2022,6'1,170lbs,53+2,53+2,53+2,59+2,55+2,55+2,55+2,59+2,56+2,56+2,56+2,60+2,56+2,56+2,56+2,60+2,67+2,63+2,63+2,63+2,67+2,67+2,66+2,66+2,66+2,67+2,67,29,54,67,36,63,53,35,44,65,77,83,66,67,61,45,69,63,71,32,66,63,46,44,49,50,64,72,65,5,15,6,12,10,€1.9M
7392,183490,J. van den Bergh,31,https://cdn.sofifa.org/players/4/19/183490.png,Germany,https://cdn.sofifa.org/flags/21.png,68,68,Holstein Kiel,https://cdn.sofifa.org/teams/2/light/576.png,€575K,€5K,1730,Left,1,3,2,Medium/ Medium,Normal,No,LB,15,"Sep 1, 2017",,2019,6'0,165lbs,56+2,56+2,56+2,59+2,57+2,57+2,57+2,59+2,58+2,58+2,58+2,61+2,59+2,59+2,59+2,61+2,67+2,64+2,64+2,64+2,67+2,67+2,65+2,65+2,65+2,67+2,69,32,59,66,35,61,52,45,56,64,69,72,68,65,65,58,72,73,72,39,61,67,59,48,49,66,64,66,70,8,12,11,8,15,€891K
7393,183746,A. Vršajevič,32,https://cdn.sofifa.org/players/4/19/183746.png,Bosnia Herzegovina,https://cdn.sofifa.org/flags/8.png,68,68,Akhisar Belediyespor,https://cdn.sofifa.org/teams/2/light/111340.png,€500K,€7K,1876,Right,1,3,3,High/ High,Lean,No,RB,2,"Jul 13, 2018",,2020,5'10,168lbs,63+2,63+2,63+2,66+2,65+2,65+2,65+2,66+2,65+2,65+2,65+2,66+2,65+2,65+2,65+2,66+2,66+2,66+2,66+2,66+2,66+2,67+2,66+2,66+2,66+2,67+2,65,57,65,67,53,65,67,65,64,68,74,81,75,64,69,59,54,65,69,58,66,66,63,67,55,50,68,66,64,16,7,15,9,10,€1M
7394,186562,J. Magennis,27,https://cdn.sofifa.org/players/4/19/186562.png,Northern Ireland,https://cdn.sofifa.org/flags/35.png,68,68,Bolton Wanderers,https://cdn.sofifa.org/teams/2/light/4.png,€950K,€5K,1784,Right,1,3,2,High/ Medium,Stocky,No,ST,21,"Jul 30, 2018",,2020,6'2,203lbs,66+2,66+2,66+2,62+2,63+2,63+2,63+2,62+2,60+2,60+2,60+2,63+2,59+2,59+2,59+2,63+2,60+2,59+2,59+2,59+2,60+2,60+2,61+2,61+2,61+2,60+2,62,64,71,55,48,58,42,28,58,63,78,80,59,62,53,72,83,79,91,57,74,52,64,56,61,57,58,49,48,15,12,8,16,8,€1.8M
7395,208323,C. Rivieyran,27,https://cdn.sofifa.org/players/4/19/208323.png,France,https://cdn.sofifa.org/flags/18.png,68,68,Chamois Niortais Football Club,https://cdn.sofifa.org/teams/2/light/1813.png,€750K,€3K,1775,Right,1,3,2,High/ Medium,Normal,No,LB,2,"Jun 10, 2017",,2019,5'8,150lbs,54+2,54+2,54+2,58+2,56+2,56+2,56+2,58+2,58+2,58+2,58+2,61+2,61+2,61+2,61+2,61+2,67+2,65+2,65+2,65+2,67+2,67+2,64+2,64+2,64+2,67+2,67,34,58,64,38,58,54,41,58,61,68,72,70,65,82,65,81,90,60,41,78,64,49,60,46,68,65,64,66,13,6,14,11,12,€1.3M
7396,243907,D. Koita,18,https://cdn.sofifa.org/players/4/19/243907.png,France,https://cdn.sofifa.org/flags/18.png,68,80,En Avant de Guingamp,https://cdn.sofifa.org/teams/2/light/62.png,€1.3M,€4K,1631,Right,1,3,2,Medium/ Medium,Lean,No,CB,4,"Jul 1, 2018",,2021,6'0,163lbs,53+2,53+2,53+2,53+2,53+2,53+2,53+2,53+2,53+2,53+2,53+2,55+2,57+2,57+2,57+2,55+2,64+2,64+2,64+2,64+2,64+2,65+2,67+2,67+2,67+2,65+2,50,38,69,65,32,54,40,29,59,62,66,67,58,65,63,58,74,66,64,50,60,67,36,39,46,68,69,71,69,13,8,8,8,8,€2.9M
7397,208324,P. Polomat,24,https://cdn.sofifa.org/players/4/19/208324.png,France,https://cdn.sofifa.org/flags/18.png,68,72,AS Saint-Étienne,https://cdn.sofifa.org/teams/2/light/1819.png,€975K,€9K,1797,Left,1,3,2,Medium/ Medium,Normal,No,LB,3,"Jul 1, 2013",,2019,6'0,170lbs,57+2,57+2,57+2,61+2,59+2,59+2,59+2,61+2,59+2,59+2,59+2,63+2,60+2,60+2,60+2,63+2,67+2,64+2,64+2,64+2,67+2,66+2,65+2,65+2,65+2,66+2,69,40,53,65,32,62,54,64,59,63,78,78,65,60,66,68,69,77,75,49,75,65,52,57,47,58,65,62,68,9,10,12,13,16,€1.9M
7398,212932,Y. Ono,25,https://cdn.sofifa.org/players/4/19/212932.png,Japan,https://cdn.sofifa.org/flags/163.png,68,70,Sagan Tosu,https://cdn.sofifa.org/teams/2/light/113160.png,€1.1M,€3K,1781,Right,1,4,4,Medium/ Medium,Normal,No,LAM,40,"Jan 22, 2017",,2023,5'7,152lbs,63+2,63+2,63+2,66+2,66+2,66+2,66+2,66+2,67+2,67+2,67+2,66+2,62+2,62+2,62+2,66+2,54+2,53+2,53+2,53+2,54+2,52+2,48+2,48+2,48+2,52+2,57,55,62,67,62,72,60,58,62,70,76,73,78,63,82,61,80,69,58,66,59,35,65,65,61,67,50,31,27,15,9,9,11,13,€1.5M
7399,222660,Hwang Hyun Soo,22,https://cdn.sofifa.org/players/4/19/222660.png,Korea Republic,https://cdn.sofifa.org/flags/167.png,68,73,FC Seoul,https://cdn.sofifa.org/teams/2/light/982.png,€1M,€3K,1494,Right,1,4,2,High/ Medium,Normal,No,CB,2,"Jan 1, 2014",,2023,6'0,176lbs,49+2,49+2,49+2,40+2,43+2,43+2,43+2,40+2,40+2,40+2,40+2,40+2,44+2,44+2,44+2,40+2,54+2,57+2,57+2,57+2,54+2,58+2,67+2,67+2,67+2,58+2,21,34,69,48,48,25,23,47,30,54,53,61,42,57,65,59,75,57,81,48,71,73,34,23,46,62,60,70,67,6,10,13,12,12,€1.3M
7400,232132,Joaquín,22,https://cdn.sofifa.org/players/4/19/232132.png,Spain,https://cdn.sofifa.org/flags/45.png,68,72,Real Valladolid CF,https://cdn.sofifa.org/teams/2/light/462.png,€975K,€6K,1669,Right,1,3,2,Medium/ Medium,Normal,No,CB,2,"Aug 31, 2018",,2023,6'3,146lbs,57+2,57+2,57+2,57+2,58+2,58+2,58+2,57+2,59+2,59+2,59+2,60+2,63+2,63+2,63+2,60+2,63+2,66+2,66+2,66+2,63+2,64+2,66+2,66+2,66+2,64+2,46,43,61,67,39,60,48,49,66,67,70,71,29,58,33,59,56,69,79,45,69,67,50,62,47,64,62,72,63,9,12,13,14,14,€2.2M
7401,232388,Vitor Costa,24,https://cdn.sofifa.org/players/4/19/232388.png,Brazil,https://cdn.sofifa.org/flags/54.png,68,74,CD Aves,https://cdn.sofifa.org/teams/2/light/666.png,€1M,€4K,1818,Left,1,3,3,High/ Medium,Lean,No,LB,6,"Jan 1, 2016",,2019,6'0,163lbs,59+2,59+2,59+2,62+2,60+2,60+2,60+2,62+2,61+2,61+2,61+2,63+2,62+2,62+2,62+2,63+2,67+2,64+2,64+2,64+2,67+2,67+2,63+2,63+2,63+2,67+2,70,48,55,64,47,63,68,55,60,65,76,75,68,67,67,69,63,77,63,68,63,62,49,52,49,57,64,68,66,14,11,10,14,8,€2.4M
7402,203461,H. Kryeziu,25,https://cdn.sofifa.org/players/4/19/203461.png,Kosovo,https://cdn.sofifa.org/flags/219.png,68,73,FC Zürich,https://cdn.sofifa.org/teams/2/light/894.png,€1M,€6K,1848,Right,1,3,2,High/ High,Lean,No,LCM,71,"Jun 10, 2018",,2021,5'11,165lbs,61+2,61+2,61+2,64+2,63+2,63+2,63+2,64+2,65+2,65+2,65+2,65+2,67+2,67+2,67+2,65+2,67+2,66+2,66+2,66+2,67+2,66+2,63+2,63+2,63+2,66+2,60,48,61,73,51,60,51,39,70,69,74,74,80,62,74,63,81,83,62,58,60,65,61,65,62,67,51,70,64,12,14,9,14,8,€1.5M
7403,220357,J. Bajandouh,25,https://cdn.sofifa.org/players/4/19/220357.png,Saudi Arabia,https://cdn.sofifa.org/flags/183.png,68,72,Al Ittihad,https://cdn.sofifa.org/teams/2/light/607.png,€975K,€12K,1798,Right,1,4,2,Medium/ Medium,Stocky,No,CDM,15,"Jun 1, 2013",,2020,6'1,187lbs,59+2,59+2,59+2,60+2,60+2,60+2,60+2,60+2,61+2,61+2,61+2,62+2,65+2,65+2,65+2,62+2,64+2,67+2,67+2,67+2,64+2,63+2,64+2,64+2,64+2,63+2,68,55,54,70,52,61,53,49,71,66,44,50,63,60,64,72,67,78,76,61,65,64,53,65,57,50,66,67,62,15,15,10,14,11,€1.7M
7404,223686,T. Wellenreuther,22,https://cdn.sofifa.org/players/4/19/223686.png,Germany,https://cdn.sofifa.org/flags/21.png,68,75,Willem II,https://cdn.sofifa.org/teams/2/light/1907.png,€925K,€3K,1127,Right,1,4,1,Medium/ Medium,Normal,No,GK,1,"Jul 1, 2017",,2019,6'1,176lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,18,32,10,16,12,14,27,25,52,54,45,67,54,21,75,31,67,11,19,23,20,35,23,52,10,11,9,71,62,60,66,69,€1.5M
7405,242374,M. Barrow,19,https://cdn.sofifa.org/players/4/19/242374.png,Gambia,https://cdn.sofifa.org/flags/116.png,68,85,Atalanta,https://cdn.sofifa.org/teams/2/light/39.png,€1.9M,€6K,1578,Right,1,3,3,Medium/ Medium,Lean,No,ST,99,"Jan 1, 2018",,2020,6'0,170lbs,66+2,66+2,66+2,64+2,65+2,65+2,65+2,64+2,62+2,62+2,62+2,62+2,53+2,53+2,53+2,62+2,46+2,43+2,43+2,43+2,46+2,44+2,41+2,41+2,41+2,44+2,40,66,60,56,60,69,50,36,40,67,80,85,74,64,55,64,55,54,71,61,40,20,68,50,58,60,45,20,16,8,6,14,14,12,€4.5M
7406,187334,L. Hallenius,29,https://cdn.sofifa.org/players/4/19/187334.png,Sweden,https://cdn.sofifa.org/flags/46.png,68,68,GIF Sundsvall,https://cdn.sofifa.org/teams/2/light/1596.png,€900K,€2K,1680,Right,1,3,2,Medium/ Medium,Normal,No,ST,9,"Jan 23, 2017",,2023,6'1,165lbs,67+2,67+2,67+2,62+2,64+2,64+2,64+2,62+2,62+2,62+2,62+2,61+2,57+2,57+2,57+2,61+2,51+2,50+2,50+2,50+2,51+2,49+2,49+2,49+2,49+2,49+2,48,69,63,63,57,57,45,48,47,62,73,73,67,65,58,73,65,70,77,65,69,30,70,55,57,65,53,29,26,15,6,6,11,8,€1.1M
7407,229575,D. Mancini,21,https://cdn.sofifa.org/players/4/19/229575.png,Argentina,https://cdn.sofifa.org/flags/52.png,68,79,AJ Auxerre,https://cdn.sofifa.org/teams/2/light/57.png,€1.5M,€11K,1771,Right,1,3,3,Medium/ Medium,Normal,No,CM,7,,FC Girondins de Bordeaux,"Jun 30, 2019",5'7,159lbs,61+2,61+2,61+2,65+2,65+2,65+2,65+2,65+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,63+2,62+2,62+2,62+2,63+2,61+2,58+2,58+2,58+2,61+2,54,55,45,69,38,71,48,52,64,73,66,68,72,67,77,60,92,73,56,59,51,54,63,65,47,58,53,63,59,6,13,13,12,13,
7408,176583,L. Álvarez,33,https://cdn.sofifa.org/players/4/19/176583.png,Uruguay,https://cdn.sofifa.org/flags/60.png,68,68,Rionegro Águilas,https://cdn.sofifa.org/teams/2/light/112578.png,€450K,€1K,1010,Right,1,1,1,Medium/ Medium,Normal,No,GK,1,"Jan 7, 2018",,2021,6'0,161lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,14,17,14,25,18,19,13,17,23,24,18,16,32,56,25,25,59,17,68,13,38,18,12,29,22,52,14,14,13,72,70,59,67,69,€608K
7409,209608,D. Burbano,30,https://cdn.sofifa.org/players/4/19/209608.png,Colombia,https://cdn.sofifa.org/flags/56.png,68,68,Independiente Santa Fe,https://cdn.sofifa.org/teams/2/light/101104.png,€850K,€2K,1769,Right,1,3,3,High/ Low,Lean,No,LM,11,"Jul 3, 2018",,2022,5'6,139lbs,63+2,63+2,63+2,67+2,65+2,65+2,65+2,67+2,65+2,65+2,65+2,66+2,61+2,61+2,61+2,66+2,58+2,52+2,52+2,52+2,58+2,56+2,48+2,48+2,48+2,56+2,66,58,51,62,62,70,65,65,61,70,79,83,81,58,79,67,59,66,54,67,35,33,61,61,60,67,41,48,51,12,14,14,7,9,€1.2M
