,ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause
284,189125,G. Bonaventura,28,https://cdn.sofifa.org/players/4/19/189125.png,Italy,https://cdn.sofifa.org/flags/27.png,82,82,Milan,https://cdn.sofifa.org/teams/2/light/47.png,€22M,€115K,2207,Right,3,3,4,High/ Medium,Lean,No,CM,5,"Sep 1, 2014",,2020,5'11,165lbs,77+3,77+3,77+3,80+3,80+3,80+3,80+3,80+3,81+3,81+3,81+3,80+3,81+3,81+3,81+3,80+3,78+3,77+3,77+3,77+3,78+3,76+3,72+3,72+3,72+3,76+3,82,70,70,84,78,83,78,78,80,85,75,77,77,82,77,84,69,84,66,86,68,72,78,82,68,82,74,72,68,10,14,7,15,14,€37.4M
285,189117,R. Bürki,27,https://cdn.sofifa.org/players/4/19/189117.png,Switzerland,https://cdn.sofifa.org/flags/47.png,82,85,Borussia Dortmund,https://cdn.sofifa.org/teams/2/light/22.png,€18.5M,€50K,1245,Right,3,2,1,Medium/ Medium,Normal,No,GK,21,"Jul 1, 2015",,2021,6'2,187lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,15,8,17,37,13,12,13,12,24,23,44,54,49,79,52,22,74,36,74,14,35,18,10,50,20,58,11,13,16,86,78,73,77,86,€32.8M
286,188803,Taison,30,https://cdn.sofifa.org/players/4/19/188803.png,Brazil,https://cdn.sofifa.org/flags/54.png,82,82,Shakhtar Donetsk,https://cdn.sofifa.org/teams/2/light/101059.png,€21M,€1K,2055,Right,2,3,4,Medium/ Medium,Lean,No,LM,7,"Jan 11, 2013",,2021,5'8,141lbs,77+2,77+2,77+2,81+2,81+2,81+2,81+2,81+2,81+2,81+2,81+2,81+2,76+2,76+2,76+2,81+2,67+2,64+2,64+2,64+2,67+2,64+2,55+2,55+2,55+2,64+2,73,76,56,77,82,87,52,73,75,85,93,91,90,79,83,83,62,79,62,83,56,49,74,79,72,74,38,53,40,7,7,11,15,13,€44.1M
287,187936,S. Nzonzi,29,https://cdn.sofifa.org/players/4/19/187936.png,France,https://cdn.sofifa.org/flags/18.png,82,82,Roma,https://cdn.sofifa.org/teams/2/light/52.png,€17M,€77K,2006,Right,2,3,2,Medium/ Medium,Lean,Yes,CDM,15,"Aug 14, 2018",,2022,6'5,165lbs,72+2,72+2,72+2,68+2,72+2,72+2,72+2,68+2,72+2,72+2,72+2,70+2,77+2,77+2,77+2,70+2,74+2,81+2,81+2,81+2,74+2,75+2,81+2,81+2,81+2,75+2,59,64,79,79,55,72,73,42,77,81,44,55,36,81,31,79,75,86,92,66,87,84,70,77,57,85,81,80,76,7,16,16,16,13,€28.9M
288,187754,Marlos,30,https://cdn.sofifa.org/players/4/19/187754.png,Ukraine,https://cdn.sofifa.org/flags/49.png,82,82,Shakhtar Donetsk,https://cdn.sofifa.org/teams/2/light/101059.png,€21M,€1K,2075,Left,2,4,5,Medium/ Medium,Normal,No,RM,11,"Jul 4, 2014",,2019,5'9,152lbs,76+2,76+2,76+2,82+2,81+2,81+2,81+2,82+2,82+2,82+2,82+2,81+2,77+2,77+2,77+2,81+2,67+2,65+2,65+2,65+2,67+2,64+2,56+2,56+2,56+2,64+2,76,79,53,81,68,87,82,72,73,88,85,82,92,77,84,77,68,78,62,78,58,51,77,82,80,84,45,49,42,6,13,13,8,9,€44.1M
289,186561,A. Ramsey,27,https://cdn.sofifa.org/players/4/19/186561.png,Wales,https://cdn.sofifa.org/flags/50.png,82,83,Arsenal,https://cdn.sofifa.org/teams/2/light/1.png,€25M,€130K,2110,Right,3,3,3,High/ High,Lean,Yes,CAM,10,"Jun 13, 2008",,2019,6'0,168lbs,75+3,75+3,75+3,77+3,78+3,78+3,78+3,77+3,79+3,79+3,79+3,78+3,80+3,80+3,80+3,78+3,75+3,75+3,75+3,75+3,75+3,72+3,69+3,69+3,69+3,72+3,75,74,58,84,79,81,70,66,80,82,64,69,73,81,74,81,66,89,67,74,73,69,84,79,75,81,66,70,67,6,11,5,10,8,€49.4M
290,186345,K. Trippier,27,https://cdn.sofifa.org/players/4/19/186345.png,England,https://cdn.sofifa.org/flags/14.png,82,82,Tottenham Hotspur,https://cdn.sofifa.org/teams/2/light/18.png,€18.5M,€99K,2161,Right,2,4,3,High/ High,Normal,Yes,RB,12,"Jun 19, 2015",,2022,5'10,159lbs,70+2,70+2,70+2,75+2,73+2,73+2,73+2,75+2,75+2,75+2,75+2,77+2,78+2,78+2,78+2,77+2,81+2,78+2,78+2,78+2,81+2,80+2,76+2,76+2,76+2,80+2,91,48,73,79,54,75,87,83,78,80,76,75,74,81,74,75,73,88,65,70,70,79,75,80,66,73,77,82,79,11,14,8,11,10,€34.2M
291,185103,A. Kolarov,32,https://cdn.sofifa.org/players/4/19/185103.png,Serbia,https://cdn.sofifa.org/flags/51.png,82,82,Roma,https://cdn.sofifa.org/teams/2/light/52.png,€12.5M,€73K,2230,Left,2,3,3,High/ Medium,Normal,Yes,LB,11,"Jul 22, 2017",,2020,6'2,183lbs,74+2,74+2,74+2,75+2,75+2,75+2,75+2,75+2,75+2,75+2,75+2,77+2,78+2,78+2,78+2,77+2,80+2,79+2,79+2,79+2,80+2,80+2,80+2,80+2,80+2,80+2,91,55,80,77,64,79,85,86,77,76,73,70,63,84,58,91,80,84,77,83,85,81,75,77,74,88,81,82,81,16,15,8,16,6,€21.3M
292,184484,G. Sigurðsson,28,https://cdn.sofifa.org/players/4/19/184484.png,Iceland,https://cdn.sofifa.org/flags/24.png,82,82,Everton,https://cdn.sofifa.org/teams/2/light/7.png,€22.5M,€125K,2096,Right,3,5,3,High/ High,Normal,Yes,CAM,10,"Aug 16, 2017",,2022,6'1,181lbs,75+3,75+3,75+3,78+3,78+3,78+3,78+3,78+3,80+3,80+3,80+3,78+3,80+3,80+3,80+3,78+3,70+3,70+3,70+3,70+3,70+3,66+3,61+3,61+3,61+3,66+3,86,77,60,84,75,80,87,86,80,85,58,55,68,78,63,83,68,86,68,86,57,55,79,86,79,84,57,57,55,13,8,10,15,12,€42.8M
293,184431,S. Giovinco,31,https://cdn.sofifa.org/players/4/19/184431.png,Italy,https://cdn.sofifa.org/flags/27.png,82,82,Toronto FC,https://cdn.sofifa.org/teams/2/light/111651.png,€20M,€15K,1957,Right,2,4,4,High/ Medium,Normal,Yes,CF,21,"Feb 3, 2015",,2019,5'4,134lbs,75+2,75+2,75+2,82+2,81+2,81+2,81+2,82+2,82+2,82+2,82+2,81+2,75+2,75+2,75+2,81+2,59+2,56+2,56+2,56+2,59+2,54+2,41+2,41+2,41+2,54+2,72,80,34,80,75,86,90,93,76,86,88,80,94,80,91,80,34,77,42,81,75,26,82,81,73,82,23,29,28,6,3,6,3,3,€30M
